V1,V2,V3,V4,V5,V6,V7,V8,V9,class
0.15680709716772484,0.04204673490350785,0.0,0.0984396818232604,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.25145636085906514,0.04204673490350785,0.0,0.0,0.0,0.08418187239068074,0.1817293657208986,0.024306461147149266,0.0,0.0
0.15364384648879328,0.19719876814541232,0.08617503407576285,0.0,0.6575752509021878,0.48092484399907315,0.2479801689646951,0.14481966516292505,0.0,1.0
0.13522732970943802,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.020376612233777833,0.04204673490350785,0.19672812354121824,0.5013034890468626,0.07454403834426061,0.761963811414857,0.1817293657208986,0.024306461147149266,0.0,0.0
0.14315452048602847,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0,0.024306461147149266,0.0,0.0
0.020376612233777833,0.04204673490350785,0.0,0.0,0.07454403834426061,0.11169771046014089,0.0908646828604493,0.024306461147149266,0.0,0.0
0.020376612233777833,0.5468190478982661,0.3437805625144289,0.8674227162362966,0.24621120607110497,0.2756133983029997,0.1817293657208986,0.5018332666303832,0.0,1.0
0.020376612233777833,0.08120902903545646,0.2476789400884449,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.020376612233777833,0.4914398874885827,0.3291739804136212,0.0,0.5586475594393662,0.08418187239068074,0.1817293657208986,0.6843037715715481,0.0,0.0
0.48215636843077825,0.7299554319230411,0.40437229717391565,0.8577481627463883,0.2528935573003996,0.18214711829335714,0.1817293657208986,0.024306461147149266,0.589980338479468,1.0
0.020376612233777833,0.04204673490350785,0.0,0.0,0.07454403834426061,0.15648938175517962,0.0908646828604493,0.024306461147149266,0.0,0.0
0.25145636085906514,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0,0.024306461147149266,0.0,0.0
0.25145636085906514,0.36364466629202724,0.47453195969180006,0.0984396818232604,0.579302445215909,0.761963811414857,0.6335648141417431,0.681785085609272,0.29612824859636877,1.0
0.3322821258813093,0.9053553540569315,0.6803905866184476,0.24656954935790254,0.4645829719500474,0.26289414243527204,0.5208211877540576,0.4435380733364991,0.6516882325310702,1.0
0.3628629117080483,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.1817293657208986,0.09024039112906757,0.0,0.0
0.6059593464479307,0.40118174407162993,0.20656586543130737,0.20963704797113353,0.07454403834426061,0.761963811414857,0.7987658940503259,0.024306461147149266,0.0,1.0
0.4373630996914238,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.020376612233777833,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.18694883147207583,0.13531478826329932,0.19652268225998162,0.0984396818232604,0.07454403834426061,0.08418187239068074,0.254533148163225,0.024306461147149266,0.0,0.0
0.36468227959555805,0.13310919260829385,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0,0.024306461147149266,0.0,0.0
0.18150482367421267,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0,0.024306461147149266,0.0,0.0
0.33885988795251093,0.9661740514901948,0.7537254544418878,0.909912432981034,0.42461737849638564,0.761963811414857,0.6911708423228793,0.9295488101142528,0.647788703661519,1.0
0.07329202603097962,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.4340776872948935,0.0,0.0
0.10211452605042884,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.303698947454853,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.020376612233777833,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.1817293657208986,0.024306461147149266,0.0,0.0
0.5043846226902905,0.6996163883761735,0.25560135567116604,0.36989714529844697,0.6489558728365177,0.5574614114266656,0.0908646828604493,0.9295488101142528,0.0,1.0
0.25145636085906514,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.3321450185637916,0.9235873458795433,0.5909792491379696,0.6446743886034412,0.6234672534375797,0.08418187239068074,0.47165485304636573,0.9295488101142528,0.0,1.0
0.12682203493294178,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.3860195673709541,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0,0.024306461147149266,0.0,0.0
0.16163219637218657,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.3536288879263989,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0,0.024306461147149266,0.0,0.0
0.1917589875194598,0.04204673490350785,0.0,0.0,0.0,0.08418187239068074,0.1817293657208986,0.024306461147149266,0.0,0.0
0.3293205307963447,0.8931021948811085,0.708938048681828,0.5992046073708681,0.4716818007215714,0.24271431483739225,0.6123728984816148,0.9295488101142528,0.0,1.0
0.020376612233777833,0.04204673490350785,0.0,0.0,0.07454403834426061,0.31625350460330665,0.0,0.024306461147149266,0.0,0.0
0.25145636085906514,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.1817293657208986,0.024306461147149266,0.0,0.0
0.020376612233777833,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.020376612233777833,0.5118151743630897,0.38999252776279525,0.0984396818232604,0.25621658144171,0.08418187239068074,0.1817293657208986,0.8144656520375145,0.0,0.0
0.30960049315499416,0.30636331223567453,0.4521667807480493,0.2823621192291582,0.14908807668852125,0.7148199355549872,0.5670680402014434,0.8109897225824473,0.0,1.0
0.020376612233777833,0.04204673490350785,0.0,0.0,0.4422453290519214,0.08418187239068074,0.0,0.024306461147149266,0.0,0.0
0.6301611758138685,0.2191975354421477,0.15903568068668403,0.0984396818232604,0.07454403834426061,0.761963811414857,0.2810312887083549,0.5208577392537926,0.3362610734125468,1.0
0.12377070387892777,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.020376612233777833,0.21639130796644374,0.08617503407576285,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.020376612233777833,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.1788965495248962,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0,0.024306461147149266,0.0,0.0
0.5569517222797311,0.9188312831194974,0.8653838248943989,0.24813237774652863,0.4657402681453421,0.64978193872294,0.1817293657208986,0.9295488101142528,0.5000363062706452,1.0
0.3558654317867602,0.3105820081837532,0.6397114032578817,0.5597929025973802,0.07454403834426061,0.761963811414857,0.1817293657208986,0.9295488101142528,0.09053932829234497,1.0
0.4837296363860021,0.21594488460452765,0.5035048678984124,0.0984396818232604,0.14908807668852125,0.761963811414857,0.1817293657208986,0.17470262034467807,0.6860616695959156,1.0
0.25145636085906514,0.9185857454484153,0.581923545682118,0.861687817252637,0.14908807668852125,0.761963811414857,0.3343387813374118,0.9295488101142528,0.0,1.0
0.020376612233777833,0.04204673490350785,0.0,0.0,0.07454403834426061,0.4333852187959174,0.0908646828604493,0.024306461147149266,0.0,0.0
0.7217932312274086,0.8957419659466448,0.08617503407576285,0.0984396818232604,0.2712231908888698,0.761963811414857,0.6237614235079292,0.7274598929862729,0.09053932829234497,1.0
0.020376612233777833,0.04204673490350785,0.0,0.26775071725613164,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.33161854186984036,0.04204673490350785,0.0,0.0984396818232604,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.0919383131070513,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
0.020376612233777833,0.04204673490350785,0.0,0.0,0.07454403834426061,0.08418187239068074,0.0908646828604493,0.024306461147149266,0.0,0.0
