V1,V2,V3,V4,V5,class
0.7600293542074363,0.06410859887961179,0.07404195186665255,1.0,0.032195437631451225,0.0
0.8664383561643835,0.24053824117388248,0.2449223550668609,1.0,0.061721404303510766,0.0
0.1969178082191781,0.6392369436153904,0.7131054310758788,1.0,0.011405921371946287,0.0
0.562866927592955,0.0,0.8298312402842097,0.0,0.004772690503154829,1.0
0.5315557729941291,0.47440711467511865,0.5475173358184053,0.0,0.0014560750687591004,0.0
0.9743150684931506,0.0,0.06210628158903529,1.0,0.007846626759424042,1.0
0.712573385518591,0.0,0.12941280001953331,1.0,0.0043682252062773015,1.0
0.9305283757338552,0.0,0.10562335696322038,1.0,0.02159844685325999,1.0
0.6761252446183953,0.0,0.04667597890401816,1.0,0.007361268403171008,1.0
0.23385518590998042,0.0,0.48433672182115617,0.0,0.002103219543763145,1.0
0.4324853228962818,0.0,0.0007447076920572652,1.0,0.019818799546998868,1.0
0.944716242661448,0.4649175689512021,0.6544937818942433,1.0,0.0019414334250121338,1.0
0.052348336594911934,0.0,0.38030909438661314,0.0,0.0019414334250121338,1.0
0.11203522504892369,0.008129140183746945,0.04467991812284828,1.0,0.0004044652968775279,0.0
0.824119373776908,0.0,0.9376882116434844,0.0,0.0007280375343795502,1.0
0.4765166340508806,0.3931080298244329,0.44771175335932345,1.0,0.08275359974114221,0.0
0.037915851272015653,0.3614268687264996,0.36743490929216144,1.0,0.03405597799708785,0.0
0.9513209393346379,0.0,0.16650575418948943,1.0,0.0005662514156285391,1.0
0.6335616438356164,0.003921409945609388,0.004076053781731466,1.0,0.06722213234104514,0.0
0.8556751467710372,0.0,0.04891162802054253,1.0,0.00881734347193011,1.0
0.8987279843444227,0.0,0.6159124297004078,0.0,0.004772690503154829,1.0
0.973091976516634,0.2897356480032617,0.5752007251743756,0.0,0.01431807150946449,0.0
0.7793542074363992,0.10619153547067932,0.10620020021649425,1.0,0.24559132826403496,0.0
0.7720156555772993,0.014805166467847358,0.08652445327060967,1.0,0.04521922019090762,0.0
0.0738747553816047,0.015597541230890426,0.02292265213604955,0.0,0.009868953243811682,0.0
0.38649706457925637,0.06480519207789141,0.13551340066901607,1.0,0.35503963759909396,0.0
