dataset,predicted_ranking,predicted_ranking_weights,predicted_ranking_mae,true_ranking,true_ranking_weights,true_ranking_mae
182_satimage,"['SMM', 'SORD', 'DyS', 'X', 'MAX', 'MS', 'HDy', 'ACC', 'CC', 'PCC', 'PACC']","[0.15673071 0.13329446 0.12551196 0.12293919 0.09925839 0.09514765
 0.08050985 0.05805366 0.05200297 0.04153332 0.03501783]","[np.float64(0.014425922424999993), np.float64(0.016962333333333315), np.float64(0.01801410044999999), np.float64(0.018391085296666655), np.float64(0.022778779821666654), np.float64(0.023762910291666647), np.float64(0.028083333333333318), np.float64(0.038946468246666706), np.float64(0.04347800000000004), np.float64(0.05443785569999995), np.float64(0.06456668795000003)]","['DyS', 'HDy', 'SORD', 'SMM', 'MS', 'ACC', 'PACC', 'MAX', 'CC', 'X', 'PCC']","[0.1193532  0.11266689 0.10365354 0.1006326  0.09916214 0.09531364
 0.08830099 0.08450524 0.07735338 0.07042264 0.04863575]","[np.float64(0.008684605), np.float64(0.0092), np.float64(0.01), np.float64(0.010300195000000002), np.float64(0.010452935000000002), np.float64(0.010874995), np.float64(0.011738660000000001), np.float64(0.012265930000000001), np.float64(0.0134), np.float64(0.01471878), np.float64(0.02131221)]"
23_cmc,"['DyS', 'SORD', 'MS', 'HDy', 'MAX', 'SMM', 'ACC', 'X', 'CC', 'PCC', 'PACC']","[0.125989   0.12042082 0.11677325 0.11577602 0.11042536 0.10338503
 0.09428119 0.06948447 0.0569386  0.04873519 0.03779106]","[np.float64(0.03715402254999999), np.float64(0.03887199999999997), np.float64(0.040086218525000036), np.float64(0.04043150000000001), np.float64(0.042390606837499976), np.float64(0.04527733040416662), np.float64(0.04964933065000008), np.float64(0.06736755018214285), np.float64(0.08221133333333328), np.float64(0.09604965179999991), np.float64(0.12386523344166679)]","['MS', 'SMM', 'SORD', 'DyS', 'MAX', 'X', 'ACC', 'HDy', 'CC', 'PCC', 'PACC']","[0.13285017 0.13022305 0.12710289 0.11822222 0.10709506 0.10352091
 0.09914132 0.06741225 0.04340099 0.04271704 0.0283141 ]","[np.float64(0.07433859), np.float64(0.0758383), np.float64(0.0777), np.float64(0.08353669999999999), np.float64(0.09221615), np.float64(0.09539999999999998), np.float64(0.099614315), np.float64(0.1465), np.float64(0.22755), np.float64(0.23119330500000002), np.float64(0.34879777500000003)]"
28_optdigits,"['SMM', 'HDy', 'MAX', 'DyS', 'SORD', 'MS', 'X', 'ACC', 'PCC', 'CC', 'PACC']","[0.12931844 0.12873264 0.11495615 0.11351678 0.10957646 0.09390174
 0.09043014 0.08673585 0.05493547 0.04273496 0.03516138]","[np.float64(0.03705769991666666), np.float64(0.03722633333333332), np.float64(0.041687583333333306), np.float64(0.042216175087500016), np.float64(0.04373425), np.float64(0.05103466910833335), np.float64(0.052993881725000004), np.float64(0.05525102139166668), np.float64(0.08723405325250001), np.float64(0.1121387333333333), np.float64(0.13629284433333333)]","['SMM', 'MS', 'SORD', 'ACC', 'MAX', 'X', 'DyS', 'PACC', 'HDy', 'CC', 'PCC']","[0.12734861 0.12601917 0.1227289  0.11212268 0.10932192 0.10932192
 0.09925738 0.07552653 0.05137973 0.03724083 0.02973234]","[np.float64(0.01190199), np.float64(0.01202755), np.float64(0.012350000000000002), np.float64(0.013518245), np.float64(0.013864575), np.float64(0.013864575), np.float64(0.01527042), np.float64(0.02006847), np.float64(0.029500000000000002), np.float64(0.0407), np.float64(0.05097823)]"
294_satellite_image,"['DyS', 'SORD', 'SMM', 'X', 'HDy', 'MS', 'MAX', 'ACC', 'PCC', 'CC', 'PACC']","[0.15385359 0.11887996 0.11414105 0.11274364 0.10747581 0.10682003
 0.08899456 0.06767548 0.05561658 0.0400838  0.03371549]","[np.float64(0.011948502275000003), np.float64(0.015463666666666669), np.float64(0.016105686674999987), np.float64(0.016305309783333312), np.float64(0.017104500000000012), np.float64(0.01720950731666666), np.float64(0.02065654262500002), np.float64(0.027163752116666665), np.float64(0.03305345505000002), np.float64(0.045861916666666634), np.float64(0.054524491949999934)]","['DyS', 'SORD', 'MS', 'SMM', 'ACC', 'X', 'PACC', 'MAX', 'HDy', 'CC', 'PCC']","[0.11335424 0.11011701 0.10783538 0.10593502 0.10022276 0.09390435
 0.08942387 0.08587025 0.08355182 0.06082951 0.04895578]","[np.float64(0.009471555), np.float64(0.00975), np.float64(0.009956294999999999), np.float64(0.0101349), np.float64(0.010712545), np.float64(0.011433345), np.float64(0.0120062), np.float64(0.01250306), np.float64(0.012849999999999999), np.float64(0.01765), np.float64(0.021930830000000002)]"
2dplanes,"['SORD', 'SMM', 'MAX', 'DyS', 'HDy', 'X', 'MS', 'ACC', 'PCC', 'PACC', 'CC']","[0.13101238 0.12714925 0.12334083 0.11663559 0.11378437 0.08605152
 0.08465749 0.06277014 0.05482042 0.05069458 0.04908342]","[np.float64(0.07055049999999995), np.float64(0.07269401325000002), np.float64(0.07493860010000003), np.float64(0.07924672824999998), np.float64(0.08123249999999999), np.float64(0.10741227743), np.float64(0.10918100397500005), np.float64(0.14725137625833334), np.float64(0.1686048613499999), np.float64(0.18232695535), np.float64(0.18831183333333343)]","['DyS', 'MS', 'SORD', 'SMM', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC']","[0.12640261 0.114111   0.1133599  0.11307994 0.10547673 0.09982512
 0.09982512 0.096083   0.0604841  0.04099339 0.0303591 ]","[np.float64(0.029998499999999997), np.float64(0.033229825000000004), np.float64(0.03345), np.float64(0.033532815), np.float64(0.03595), np.float64(0.037985315), np.float64(0.037985315), np.float64(0.03946472), np.float64(0.06269232), np.float64(0.0925), np.float64(0.12490123)]"
30_page-blocks,"['DyS', 'MAX', 'X', 'HDy', 'SORD', 'MS', 'SMM', 'ACC', 'PACC', 'CC', 'PCC']","[0.16605378 0.14093208 0.13245487 0.09619119 0.09440849 0.08428837
 0.07657195 0.07145403 0.07121467 0.03668555 0.02974503]","[np.float64(0.02278819141666666), np.float64(0.026850275375000014), np.float64(0.02856871281666669), np.float64(0.03933900000000001), np.float64(0.040081833333333386), np.float64(0.04489427401666666), np.float64(0.04941842331071422), np.float64(0.052958039100000034), np.float64(0.05313603874999995), np.float64(0.10314866666666676), np.float64(0.1272167184566667)]","['DyS', 'MAX', 'X', 'HDy', 'SORD', 'PACC', 'SMM', 'MS', 'ACC', 'CC', 'PCC']","[0.1732699  0.15234317 0.15234317 0.09009184 0.08009032 0.07973291
 0.07376575 0.06939348 0.06643931 0.03313389 0.02939627]","[np.float64(0.026647485), np.float64(0.030307935), np.float64(0.030307935), np.float64(0.05125), np.float64(0.05765000000000001), np.float64(0.057908425), np.float64(0.06259283), np.float64(0.06653661000000001), np.float64(0.06949511), np.float64(0.13935), np.float64(0.157067805)]"
312_scene,"['DyS', 'SORD', 'MS', 'SMM', 'X', 'MAX', 'ACC', 'HDy', 'PCC', 'PACC', 'CC']","[0.16503405 0.11876784 0.10690915 0.10554772 0.10455905 0.08609902
 0.07467959 0.07065768 0.05865443 0.05805349 0.05103799]","[np.float64(0.026317002600000007), np.float64(0.03656883333333334), np.float64(0.04062515980833334), np.float64(0.04114917449999999), np.float64(0.041538265416666664), np.float64(0.05044425964166665), np.float64(0.05815780917999998), np.float64(0.06146821666666666), np.float64(0.07404728895833333), np.float64(0.07481378252499998), np.float64(0.08509742499999995)]","['DyS', 'ACC', 'SORD', 'MS', 'MAX', 'SMM', 'HDy', 'X', 'CC', 'PACC', 'PCC']","[0.1272598  0.11802629 0.11408273 0.11218029 0.11161325 0.11099851
 0.10788655 0.09068689 0.04769561 0.03744414 0.02212595]","[np.float64(0.01326754), np.float64(0.014305495), np.float64(0.0148), np.float64(0.01505099), np.float64(0.015127455000000001), np.float64(0.015211235), np.float64(0.01565), np.float64(0.018618175), np.float64(0.0354), np.float64(0.04509182), np.float64(0.07630969)]"
375_JapaneseVowels,"['DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC']","[0.14816428 0.13665093 0.12303933 0.121848   0.1075794  0.09747215
 0.08641056 0.07697607 0.04121139 0.03286696 0.02778093]","[np.float64(0.06651994490000002), np.float64(0.0721245000000001), np.float64(0.08010348830000004), np.float64(0.0808866747999999), np.float64(0.09161493444999992), np.float64(0.10111483188333334), np.float64(0.11405874999999983), np.float64(0.12803823174999984), np.float64(0.23915428935000008), np.float64(0.2998719999999998), np.float64(0.3547714234)]","['DyS', 'SORD', 'MS', 'MAX', 'PACC', 'SMM', 'X', 'ACC', 'HDy', 'CC', 'PCC']","[0.13054059 0.1134004  0.11000084 0.10996176 0.10784258 0.10687381
 0.1056472  0.09927026 0.05687574 0.03217314 0.02741366]","[np.float64(0.014072914999999998), np.float64(0.016200000000000003), np.float64(0.01670066), np.float64(0.016706595), np.float64(0.01703489), np.float64(0.017189305), np.float64(0.01738888), np.float64(0.01850591), np.float64(0.0323), np.float64(0.0571), np.float64(0.06701354)]"
40474_thyroid-allbp,"['SORD', 'MAX', 'DyS', 'SMM', 'HDy', 'MS', 'X', 'ACC', 'PACC', 'PCC', 'CC']","[0.13881815 0.12119293 0.11751119 0.11305493 0.11127262 0.10054418
 0.09768599 0.07015412 0.046452   0.04188495 0.04142895]","[np.float64(0.057191833333333345), np.float64(0.06550930438333329), np.float64(0.06756177496666671), np.float64(0.07022484109999998), np.float64(0.07134966666666671), np.float64(0.0789629409261904), np.float64(0.08127331352083322), np.float64(0.11316888978749988), np.float64(0.170913296065), np.float64(0.1895493488249999), np.float64(0.19163566666666668)]","['DyS', 'MS', 'SORD', 'SMM', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12340797 0.12029871 0.12002777 0.11738368 0.11409114 0.10024071
 0.08903244 0.08836963 0.05262264 0.04099171 0.03353361]","[np.float64(0.051402415), np.float64(0.05273097), np.float64(0.05285), np.float64(0.054040454999999994), np.float64(0.055600000000000004), np.float64(0.06328235), np.float64(0.071248945), np.float64(0.07178334), np.float64(0.120546355), np.float64(0.15475), np.float64(0.18916744000000002)]"
40475_thyroid-allhyper,"['DyS', 'SORD', 'HDy', 'MAX', 'SMM', 'MS', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12868683 0.1213638  0.11511454 0.11490543 0.10644006 0.10032959
 0.09912029 0.08419033 0.04842473 0.04316293 0.03826148]","[np.float64(0.06003464020000005), np.float64(0.06365710000000002), np.float64(0.06711287500000004), np.float64(0.06723500554999993), np.float64(0.07258233084166668), np.float64(0.07700287875999995), np.float64(0.07794234473333325), np.float64(0.09176431314999987), np.float64(0.15953971925000007), np.float64(0.1789885), np.float64(0.2019176475499999)]","['DyS', 'MS', 'SORD', 'SMM', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12340797 0.12029871 0.12002777 0.11738368 0.11409114 0.10024071
 0.08903244 0.08836963 0.05262264 0.04099171 0.03353361]","[np.float64(0.051402415), np.float64(0.05273097), np.float64(0.05285), np.float64(0.054040454999999994), np.float64(0.055600000000000004), np.float64(0.06328235), np.float64(0.071248945), np.float64(0.07178334), np.float64(0.120546355), np.float64(0.15475), np.float64(0.18916744000000002)]"
40733_yeast,"['SMM', 'DyS', 'SORD', 'MS', 'MAX', 'HDy', 'ACC', 'X', 'PACC', 'CC', 'PCC']","[0.1289074  0.12018775 0.11936941 0.11624034 0.10477568 0.09611598
 0.09586024 0.09557234 0.04424796 0.04064239 0.0380805 ]","[np.float64(0.05529168806666667), np.float64(0.05930311724999997), np.float64(0.05970966666666667), np.float64(0.06131699286904764), np.float64(0.06802635572166663), np.float64(0.07415528333333332), np.float64(0.07435311979166667), np.float64(0.07457709635416668), np.float64(0.1610810620725), np.float64(0.17537129166666665), np.float64(0.18716949700000002)]","['SORD', 'X', 'DyS', 'MAX', 'SMM', 'HDy', 'MS', 'PCC', 'CC', 'ACC', 'PACC']","[0.1595432  0.15210778 0.14404415 0.13849962 0.12211237 0.11513165
 0.04709427 0.04177528 0.0297572  0.02784806 0.02208641]","[np.float64(0.06805), np.float64(0.07137646), np.float64(0.07537213), np.float64(0.07838949), np.float64(0.08890921), np.float64(0.0943), np.float64(0.23053579500000002), np.float64(0.25988849), np.float64(0.36485), np.float64(0.3898625), np.float64(0.49156538)]"
44_spambase,"['X', 'DyS', 'MAX', 'MS', 'SMM', 'SORD', 'ACC', 'HDy', 'CC', 'PACC', 'PCC']","[0.14013014 0.12017712 0.10276947 0.10078237 0.09677691 0.09618796
 0.08680447 0.07666731 0.07023828 0.05872713 0.05073885]","[np.float64(0.041690331100000005), np.float64(0.048612179058333316), np.float64(0.056846376999999955), np.float64(0.057967197063333316), np.float64(0.06036637947499992), np.float64(0.06073599999999996), np.float64(0.0673015100083334), np.float64(0.07620029999999998), np.float64(0.08317504166666657), np.float64(0.09947823941666671), np.float64(0.11514001755666678)]","['DyS', 'SMM', 'SORD', 'MS', 'X', 'ACC', 'MAX', 'HDy', 'PACC', 'CC', 'PCC']","[0.11930856 0.11589565 0.11576482 0.11409084 0.1056662  0.10335846
 0.10064082 0.09184294 0.05576881 0.04758974 0.03007314]","[np.float64(0.0208614), np.float64(0.02147573), np.float64(0.0215), np.float64(0.021815454999999997), np.float64(0.023554775), np.float64(0.024080695), np.float64(0.024730955), np.float64(0.0271), np.float64(0.044629669999999996), np.float64(0.052300000000000006), np.float64(0.082763005)]"
4538_GesturePhaseSegmentationProcessed,"['DyS', 'SMM', 'SORD', 'X', 'HDy', 'MAX', 'MS', 'ACC', 'PACC', 'CC', 'PCC']","[0.13973889 0.13391328 0.11439785 0.11345699 0.10788179 0.09887488
 0.0927075  0.07545214 0.04700207 0.03909724 0.03747737]","[np.float64(0.04961391675333337), np.float64(0.0517722642466667), np.float64(0.06060423333333332), np.float64(0.061106803497499994), np.float64(0.06426472499999997), np.float64(0.07011886204333333), np.float64(0.07478352947190477), np.float64(0.0918859766766667), np.float64(0.14750401985833336), np.float64(0.1773269166666666), np.float64(0.18499146194666657)]","['DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC']","[0.1347009  0.12845248 0.12413092 0.11860672 0.11842969 0.10150981
 0.08729208 0.0753407  0.04883273 0.03608862 0.02661535]","[np.float64(0.09879427), np.float64(0.1036), np.float64(0.107206785), np.float64(0.11220003), np.float64(0.11236775), np.float64(0.131097455), np.float64(0.15245), np.float64(0.17663331), np.float64(0.27251551500000004), np.float64(0.36875), np.float64(0.5)]"
60_waveform-5000,"['DyS', 'HDy', 'SORD', 'MAX', 'MS', 'X', 'SMM', 'ACC', 'PCC', 'CC', 'PACC']","[0.15125802 0.12884735 0.10938182 0.10726929 0.10244167 0.0983958
 0.09717507 0.07051636 0.04833742 0.04443417 0.04194305]","[np.float64(0.03826591774999999), np.float64(0.04492158333333336), np.float64(0.0529158), np.float64(0.05395791288999999), np.float64(0.056500707766666665), np.float64(0.05882392375166669), np.float64(0.05956287787500001), np.float64(0.08208062342499998), np.float64(0.11974215783666667), np.float64(0.1302607083333333), np.float64(0.13799729029666666)]","['DyS', 'MAX', 'SORD', 'MS', 'SMM', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC']","[0.13993236 0.12040702 0.11915594 0.10932691 0.10458442 0.10155543
 0.0823014  0.08174353 0.0630266  0.04835972 0.02960667]","[np.float64(0.027163655000000002), np.float64(0.031568545), np.float64(0.0319), np.float64(0.034767965), np.float64(0.036344555), np.float64(0.03742857), np.float64(0.04618481), np.float64(0.04650000000000001), np.float64(0.060309045), np.float64(0.0786), np.float64(0.12838576)]"
679_rmftsa_sleepdata,"['DyS', 'HDy', 'SORD', 'MAX', 'MS', 'PCC', 'SMM', 'CC', 'X', 'ACC', 'PACC']","[0.16422288 0.16334976 0.13009851 0.11724529 0.08130617 0.06881124
 0.06681015 0.05920656 0.05762695 0.05071279 0.04060971]","[np.float64(0.09076394734999997), np.float64(0.09124909166666662), np.float64(0.11457099999999999), np.float64(0.12713104962500002), np.float64(0.18332578549583334), np.float64(0.21661458078333332), np.float64(0.223102578755), np.float64(0.2517545), np.float64(0.25865532542083314), np.float64(0.29392026772499996), np.float64(0.36704319910000005)]","['MAX', 'DyS', 'HDy', 'SORD', 'MS', 'SMM', 'X', 'PCC', 'CC', 'ACC', 'PACC']","[0.15232584 0.15042571 0.1468999  0.13065904 0.10930339 0.08076436
 0.06016227 0.05493456 0.04294973 0.04273875 0.02883645]","[np.float64(0.09465383499999999), np.float64(0.095849475), np.float64(0.09815), np.float64(0.11035), np.float64(0.131910135), np.float64(0.178522125), np.float64(0.2396556), np.float64(0.26246183500000003), np.float64(0.3357), np.float64(0.33735718499999995), np.float64(0.5)]"
AedesQuinx,"['DyS', 'MAX', 'SMM', 'SORD', 'MS', 'HDy', 'X', 'ACC', 'PCC', 'CC', 'PACC']","[0.13649493 0.12605122 0.12332    0.11618994 0.11091205 0.10601959
 0.08587785 0.07626918 0.04303056 0.04141334 0.03442133]","[np.float64(0.05601190983833333), np.float64(0.06065266039999999), np.float64(0.06199596118666667), np.float64(0.06580037499999998), np.float64(0.06893156834166664), np.float64(0.07211254166666667), np.float64(0.08902576999333332), np.float64(0.10024155722916665), np.float64(0.17767235613750004), np.float64(0.1846105833333333), np.float64(0.2221105735033334)]","['DyS', 'SORD', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC']","[0.1203829  0.11589385 0.11417135 0.11241831 0.1033244  0.1033244
 0.10302088 0.09044568 0.05571447 0.04849585 0.03280791]","[np.float64(0.039519254999999996), np.float64(0.04105), np.float64(0.04166932), np.float64(0.04231911), np.float64(0.04604375), np.float64(0.04604375), np.float64(0.0461794), np.float64(0.0526), np.float64(0.08538971000000001), np.float64(0.0981), np.float64(0.14500901)]"
AedesSex,"['SORD', 'ACC', 'HDy', 'MS', 'DyS', 'X', 'SMM', 'MAX', 'CC', 'PCC', 'PACC']","[0.14506833 0.13706297 0.10544569 0.10127655 0.09760793 0.09344671
 0.09206843 0.06767037 0.05754589 0.05324115 0.04956599]","[np.float64(0.039979619047619055), np.float64(0.042314687226666675), np.float64(0.0550025), np.float64(0.057266729845833336), np.float64(0.059419111837499976), np.float64(0.062065068808333325), np.float64(0.06299419606666666), np.float64(0.08570629594791666), np.float64(0.10078524999999998), np.float64(0.1089341076083333), np.float64(0.11701122234166667)]","['SORD', 'DyS', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC']","[0.11544084 0.11386068 0.11021345 0.10339805 0.10100824 0.09042646
 0.09042646 0.08764953 0.0810458  0.06309503 0.04343547]","[np.float64(0.010249999999999999), np.float64(0.01039225), np.float64(0.010736155), np.float64(0.01144382), np.float64(0.011714575), np.float64(0.013085425), np.float64(0.013085425), np.float64(0.013500000000000002), np.float64(0.0146), np.float64(0.018753755), np.float64(0.02724199)]"
ArabicDigit,"['SMM', 'MAX', 'DyS', 'X', 'HDy', 'SORD', 'ACC', 'MS', 'PCC', 'CC', 'PACC']","[0.16820913 0.12956002 0.12150837 0.10190695 0.09953808 0.09429491
 0.09217151 0.07108795 0.05021704 0.03907913 0.03242691]","[np.float64(0.020504945050000018), np.float64(0.026621784961666655), np.float64(0.028385855819999986), np.float64(0.03384576981999999), np.float64(0.03465125000000003), np.float64(0.03657799999999998), np.float64(0.037420665010833375), np.float64(0.04851903813666667), np.float64(0.06868423407833327), np.float64(0.08825987500000002), np.float64(0.10636595479999995)]","['DyS', 'HDy', 'SORD', 'MS', 'SMM', 'X', 'MAX', 'PACC', 'ACC', 'CC', 'PCC']","[0.11956854 0.11916798 0.10741903 0.1004244  0.0981651  0.09150293
 0.08386727 0.07648365 0.07436677 0.07333414 0.05570021]","[np.float64(0.00637856), np.float64(0.0064), np.float64(0.0070999999999999995), np.float64(0.0075945200000000004), np.float64(0.007769310000000001), np.float64(0.008334979999999999), np.float64(0.009093835), np.float64(0.00997174), np.float64(0.010255589999999998), np.float64(0.0104), np.float64(0.013692500000000002)]"
BNG,"['HDy', 'SORD', 'SMM', 'MS', 'X', 'ACC', 'PACC', 'DyS', 'MAX', 'CC', 'PCC']","[0.11879588 0.11674244 0.110089   0.1077464  0.09602906 0.08300416
 0.08252656 0.0805832  0.08046859 0.06702768 0.05698703]","[np.float64(0.0580745), np.float64(0.059095999999999954), np.float64(0.06266758467500008), np.float64(0.06403008635000008), np.float64(0.07184295655000004), np.float64(0.08311645764999998), np.float64(0.08359746754999989), np.float64(0.08561352279999994), np.float64(0.08573545398333333), np.float64(0.10292779999999997), np.float64(0.12106284494999985)]","['SORD', 'DyS', 'MS', 'SMM', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","[0.11500499 0.11309207 0.10609571 0.10540367 0.10352653 0.09757168
 0.08928019 0.08826123 0.0781414  0.05917408 0.04444846]","[np.float64(0.00885), np.float64(0.008999695), np.float64(0.00959317), np.float64(0.009656155), np.float64(0.00983124), np.float64(0.010431245), np.float64(0.011399999999999999), np.float64(0.011531610000000001), np.float64(0.01302503), np.float64(0.0172), np.float64(0.022898299999999996)]"
BNG_breast-w,"['SORD', 'SMM', 'ACC', 'MAX', 'MS', 'DyS', 'HDy', 'PACC', 'CC', 'X', 'PCC']","[0.12626584 0.11977325 0.11120425 0.10906655 0.10535127 0.09739018
 0.09077008 0.07631271 0.05871133 0.05642555 0.04872899]","[np.float64(0.04966099999999996), np.float64(0.052352989100000046), np.float64(0.05638712489999997), np.float64(0.05749230690000001), np.float64(0.059519809800000066), np.float64(0.06438521674999993), np.float64(0.06908099999999998), np.float64(0.08216833164999991), np.float64(0.10680199999999998), np.float64(0.11112851384999989), np.float64(0.12868084159999987)]","['SORD', 'DyS', 'MS', 'SMM', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","[0.11500499 0.11309207 0.10609571 0.10540367 0.10352653 0.09757168
 0.08928019 0.08826123 0.0781414  0.05917408 0.04444846]","[np.float64(0.00885), np.float64(0.008999695), np.float64(0.00959317), np.float64(0.009656155), np.float64(0.00983124), np.float64(0.010431245), np.float64(0.011399999999999999), np.float64(0.011531610000000001), np.float64(0.01302503), np.float64(0.0172), np.float64(0.022898299999999996)]"
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,"['MAX', 'DyS', 'MS', 'ACC', 'HDy', 'PCC', 'X', 'PACC', 'SMM', 'SORD', 'CC']","[0.11422804 0.10111512 0.09761334 0.09185947 0.08986715 0.08889439
 0.08850296 0.08822859 0.08249456 0.07930654 0.07788983]","[np.float64(0.1710514410000001), np.float64(0.19323391585000016), np.float64(0.20016599899999984), np.float64(0.21270393635000018), np.float64(0.21741949999999993), np.float64(0.21979868704999997), np.float64(0.22077083233333333), np.float64(0.22145735437499994), np.float64(0.23685041909999988), np.float64(0.24637150000000013), np.float64(0.25085266666666667)]","['PCC', 'CC', 'HDy', 'SMM', 'MS', 'SORD', 'DyS', 'ACC', 'MAX', 'X', 'PACC']","[0.12266478 0.11309324 0.11203041 0.10339451 0.09474    0.09402961
 0.08882478 0.07144581 0.0687106  0.06669361 0.06437267]","[np.float64(0.26239264500000004), np.float64(0.2846), np.float64(0.2873), np.float64(0.311296365), np.float64(0.339733335), np.float64(0.3423), np.float64(0.36235763), np.float64(0.45049999999999996), np.float64(0.468433325), np.float64(0.48260000499999994), np.float64(0.5)]"
GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,"['MAX', 'X', 'SMM', 'MS', 'HDy', 'SORD', 'PCC', 'DyS', 'ACC', 'CC', 'PACC']","[0.12796493 0.11075399 0.10905091 0.10641455 0.08788188 0.08304912
 0.08006357 0.08004756 0.07923703 0.06903976 0.0664967 ]","[np.float64(0.1258720677433334), np.float64(0.1454323172749999), np.float64(0.14770358849999987), np.float64(0.15136285956666654), np.float64(0.18328250000000001), np.float64(0.193948), np.float64(0.20118025572499992), np.float64(0.20122049728333355), np.float64(0.20327881627500002), np.float64(0.23330337499999998), np.float64(0.24222570217499992)]","['CC', 'PCC', 'DyS', 'HDy', 'MAX', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'PACC']","[0.12053954 0.12034211 0.09891228 0.09486323 0.0918099  0.09141267
 0.09135174 0.08481873 0.07564339 0.06702315 0.06328326]","[np.float64(0.2625), np.float64(0.26293064), np.float64(0.319895865), np.float64(0.33354999999999996), np.float64(0.3446429), np.float64(0.346140505), np.float64(0.34637139), np.float64(0.37305), np.float64(0.4183), np.float64(0.4721), np.float64(0.5)]"
HTRU,"['X', 'MAX', 'SORD', 'SMM', 'DyS', 'HDy', 'MS', 'ACC', 'PCC', 'PACC', 'CC']","[0.13986552 0.13329961 0.1240491  0.12156574 0.118771   0.09827278
 0.0851481  0.06286185 0.04020571 0.04017509 0.03578551]","[np.float64(0.03468956766666667), np.float64(0.03639826518750002), np.float64(0.03911253333333334), np.float64(0.03991152698666667), np.float64(0.04085066366666666), np.float64(0.049371500000000006), np.float64(0.0569815945625), np.float64(0.07718312914666665), np.float64(0.12067623801999999), np.float64(0.12076823241666668), np.float64(0.13558210833333337)]","['MAX', 'DyS', 'SMM', 'SORD', 'X', 'MS', 'PACC', 'ACC', 'HDy', 'PCC', 'CC']","[0.12729466 0.12144303 0.11234636 0.1083525  0.10733549 0.10703573
 0.10622345 0.09445582 0.06650378 0.0246803  0.02432888]","[np.float64(0.017449485), np.float64(0.018290275), np.float64(0.019771235), np.float64(0.020499999999999997), np.float64(0.020694240000000003), np.float64(0.020752195), np.float64(0.020910885), np.float64(0.023516035), np.float64(0.0334), np.float64(0.089999975), np.float64(0.0913)]"
MagicTelescope,"['DyS', 'SORD', 'SMM', 'MS', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC']","[0.1312646  0.1199771  0.11873102 0.11403378 0.10442914 0.10357506
 0.10161013 0.09043876 0.04193559 0.03735791 0.03664691]","[np.float64(0.04978975566250002), np.float64(0.05447399999999997), np.float64(0.055045704750000056), np.float64(0.05731312729166674), np.float64(0.06258437523749989), np.float64(0.06310044950833328), np.float64(0.06432068108749997), np.float64(0.07226583333333325), np.float64(0.1558492998874999), np.float64(0.17494639999999995), np.float64(0.17834063254166654)]","['DyS', 'SORD', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC']","[0.12608876 0.12129374 0.12081293 0.11943878 0.10509603 0.10411967
 0.10411967 0.07736341 0.051913   0.03517846 0.03457555]","[np.float64(0.051754045), np.float64(0.0538), np.float64(0.054014115), np.float64(0.054635550000000005), np.float64(0.062091814999999995), np.float64(0.06267407), np.float64(0.06267407), np.float64(0.08435000000000001), np.float64(0.12570268), np.float64(0.1855), np.float64(0.18873463999999998)]"
