quantifier,dataset,abs_error,run_time
ACC,1043_ada_agnostic,0.05488461,0.0002493989998947155
ACC,1460_banana,0.4578,0.00024318000001580302
ACC,1462_banknote-authentication,0.010967995,0.000239335000078382
ACC,1466_cardiotocography,0.0,0.0002434075001110075
ACC,1475_first-order-theorem-proving,0.077038485,0.00024617300012318697
ACC,1479_hill-valley,0.0702,0.00024279599982032202
ACC,1485_madelon,0.282472765,0.00024925699977751853
ACC,1489_phoneme,0.0928125,0.000244102500091632
ACC,1494_qsar-biodeg,0.067617655,0.000240509500090358
ACC,1496_ringnorm,0.062742305,0.00024546350001396146
ACC,1497_wall-robot-navigation,0.060436180000000006,0.00024359600005477552
ACC,1504_steel-plates-fault,0.0,0.0002435054999659245
ACC,1507_twonorm,0.011102085,0.0002457580000554525
ACC,1526_wall-robot-navigation,0.14774210999999998,0.0002443675000903985
ACC,1535_volcanoes-b5,0.09363331999999999,0.0002481229999465975
ACC,1538_volcanoes-d1,0.16426665,0.0002450260001386985
ACC,1539_volcanoes-d2,0.178928565,0.000244531000171213
ACC,1540_volcanoes-d3,0.25393647,0.0002459820000512485
ACC,1541_volcanoes-d4,0.3129779,0.00024593800009820347
ACC,1566_hill-valley,0.2618,0.00024274399989730698
ACC,182_satimage,0.010874995,0.0002511765000417155
ACC,23_cmc,0.099614315,0.000241770499960643
ACC,28_optdigits,0.013518245,0.00025092550004041753
ACC,294_satellite_image,0.010712545,0.00025229749997374
ACC,2dplanes,0.037985315,0.0002544470000975165
ACC,30_page-blocks,0.06949511,0.00024510849987559
ACC,312_scene,0.014305495,0.00024765499998461604
ACC,375_JapaneseVowels,0.01850591,0.0002465685000788145
ACC,40474_thyroid-allbp,0.07178334,0.0002420419998269985
ACC,40475_thyroid-allhyper,0.07178334,0.0002413699998759875
ACC,40733_yeast,0.3898625,0.0002392704999692315
ACC,44_spambase,0.024080695,0.0002487445000587715
ACC,4538_GesturePhaseSegmentationProcessed,0.17663331,0.000254110499808976
ACC,60_waveform-5000,0.04618481,0.00024440450048127604
ACC,679_rmftsa_sleepdata,0.33735718499999995,0.00024037149993086701
ACC,AedesQuinx,0.04604375,0.000255777499914934
ACC,AedesSex,0.011714575,0.0002542374997573855
ACC,ArabicDigit,0.010255589999999998,0.000250249499549631
ACC,BNG,0.011531610000000001,0.0002545510000345035
ACC,BNG_breast-w,0.011531610000000001,0.00025634549994715003
ACC,GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,0.45049999999999996,0.00023991600002768552
ACC,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,0.4721,0.0002407840003069775
ACC,HTRU,0.023516035,0.0002495435001037095
ACC,MagicTelescope,0.062091814999999995,0.00025564750012558
ACC,abalone,0.051285964999999996,0.00023984249972267498
ACC,ailerons,0.033099995,0.00025383300027892746
ACC,anuranCalls,0.020728095,0.00024523400050379
