mfcc_1_mu,mfcc_1_sd,mfcc_2_mu,mfcc_2_sd,mfcc_3_mu,mfcc_3_sd,mfcc_4_mu,mfcc_4_sd,mfcc_5_mu,mfcc_5_sd,mfcc_6_mu,mfcc_6_sd,mfcc_7_mu,mfcc_7_sd,mfcc_8_mu,mfcc_8_sd,mfcc_9_mu,mfcc_9_sd,mfcc_10_mu,mfcc_10_sd,mfcc_11_mu,mfcc_11_sd,mfcc_12_mu,mfcc_12_sd,mfcc_13_mu,mfcc_13_sd,digit,class
-0.20955148372280863,-0.06582370400571376,-1.2084043144591408,0.22482606883396816,-0.3460496740872657,1.363414190205141,-0.30623898290669244,0.3373661807903016,-0.2879911382843638,0.4628451766699301,-0.16436707834384726,0.8038797958744238,-0.5926224821105842,-0.23353816764860086,-1.0789347162281713,0.2655787525413611,-0.9687205680631683,-0.2465068329799545,-0.1587556023792211,1.822041240628568,1.0291047082943163,-0.027182138555736805,0.676113623865632,-0.6623622996154828,-0.04965480730435709,1.8305071812982985,1.5666989036012806,0.0
1.015090132323673,1.6590777597717212,5.220375890735445,0.7239092779405714,1.3928017015819132,0.8856965091264207,1.6774372982837664,0.21907943262107454,0.7137127963680023,0.7335633745313507,0.3688003061111156,-0.3539018418527194,1.181335139727925,-1.2380862691598145,2.3560130964262695,-0.24319838757070922,0.2643593671502066,0.3100816877833686,1.2384631921543845,0.2691325532441281,-0.3825963807182831,1.6246057389977995,0.46653130720164515,0.7104607768698243,0.8667552670674967,1.2514315724019034,-1.2185435916898848,1.0
0.01874368387622749,-0.6730316779364603,-1.5674007235812568,0.5801144729728899,-0.5732194888163151,-0.5738642838169882,-0.3873044171383995,-0.20499761853853388,-0.9134395881639118,-0.4821668823715159,-0.008979752821794347,1.2850607496105384,0.7179649838999208,0.01337060451538794,0.2689256538668376,0.9358243076958892,-0.9510002385070467,0.5883987030392893,0.23008867582122688,1.071283979347397,-0.023974131521351298,0.17944016407712032,-0.2519737033980429,0.12795809208728323,-0.5266224595550613,0.5987347698494729,-1.2185435916898848,0.0
-0.21547248477633504,-1.020367313903179,0.6192167253379448,-1.3491715974849514,-0.6002331454585179,-0.3178986515997842,-1.2074454492005613,1.0545854911106058,0.5658211544815306,-1.626782123136176,0.9660728654352118,-1.0662399514763192,0.034910497877843914,-1.9083664582818565,-1.940781705108744,-1.1215477011991966,-0.4740821593864193,-0.4242732815441883,-1.686056007686113,-0.44809195350282655,-1.5298422107219134,-1.608150537962736,-0.2716999706595817,-1.0081532440823577,-1.7687049185131307,-0.9265267523871666,-0.17407765595569785,0.0
0.6317632865319087,-0.8966987182463116,-0.3385176280016716,1.3529172054985568,0.7360510214878441,-0.5048883331245897,0.17250815573577014,1.1442807798968846,0.35395362653618984,-0.34284679232575666,-0.2673585939257228,-0.8189426444574793,0.5900681483819874,-0.25314010040886015,-0.6317986564065999,-0.32615017037675403,0.28106164526000155,-0.8797865779401793,0.055446989887414436,-1.1587974990361731,0.3325341896494225,-0.5438806796108507,-0.8494667147686812,0.8449438401217475,-0.0026982521992862853,-0.7107186195486157,1.5666989036012806,1.0
0.11912959986351085,-1.0114324880161798,-0.4729334470040069,0.19780847387804196,0.08207848767442208,-0.0799616904301825,0.5083932400191953,-0.088223719794545,1.5959550998986671,1.538245050122267,-0.4258211547594821,-1.369010849655458,-0.7524899779539916,0.42133057623719283,-0.39928948641179834,3.8910217657588557,-0.2704644197892523,0.5477864652596003,-1.390928205900114,1.4126273126855398,-1.0617297975895337,-0.07565049015361931,0.11220259340003425,-0.3335659637671593,-1.1217519544694614,-0.2049782786340943,0.17407765595569785,0.0
1.0538371522841732,-1.6033504511025025,0.5515694033705453,-1.3926370851545784,1.2084639310726093,-1.865143582235657,1.4144218424920623,-1.38726540659059,-0.8957339940239004,-1.129150272670699,-1.5792787222508773,-0.28410174653273684,-1.142283383021525,-1.677389433246473,-2.0329051710922363,0.7982891796989015,0.34376266386590143,-0.6117801318259102,-0.7287059489523462,-1.5220930362832024,0.65509865757526,-1.528329175177376,-0.598970083152202,-0.2848036649054864,-1.0577114989794045,-0.7509370248361924,1.2185435916898848,1.0
1.0842200053680089,0.049819537891104354,-0.9168767185106735,-0.9406484408225521,-2.167056908078662,0.498387143870595,-2.1326345680854173,0.8679063964341468,0.533349247501113,-1.290619075365162,0.920266527050486,-0.793314531389687,-0.575664317266917,-1.4490194953743214,-1.282381585333549,-2.22296526070071,-0.48722928972696555,-0.9472871345891792,0.03257655349875022,-1.2237899913035197,-0.6446396171832667,0.12348801070873872,0.6740235744787281,-0.3185035536653066,-0.5629555311080321,-0.8287380333150398,-0.17407765595569785,0.0
-0.1728975223801221,-0.18698065105146516,-0.21218109270933455,2.057948063396421,1.597700445499325,-1.0043881329666984,0.8647779554229135,0.9586864016133427,1.2242966121698655,-0.9971295044212957,-0.3486044933468961,-1.2260019218314524,0.8082207776195504,-1.1974421961112223,-0.30149292518336934,1.9497312685893484,0.11254635441863804,0.12619538006080178,0.5359401409527138,-0.4971726596169747,-0.3622126020866236,1.0225337992724346,0.257375505820736,0.9023096724692271,1.0479892228714764,-0.2135131038746591,0.17407765595569785,1.0
0.24128795043718917,0.9980832055513543,-1.2531264148216243,0.5563076965160679,-1.3499420849890076,1.809521343081131,0.1302088802176055,-0.36372645208981347,-0.6430940019262602,1.5529775373253996,-0.5981644929803456,0.6727258012005957,0.7721792989787687,-0.5244494410251826,0.9421935216778559,-0.8894550383782539,0.6416977124576123,0.1929197433294831,-1.0502609092238055,3.2136459996631452,0.5522246635330775,-0.28171823543710245,1.311454921111098,-2.033000759261425,-0.12007068080026248,-0.1904120302697211,-1.5666989036012806,0.0
