theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2,class
-0.5025239282422472,-0.2587806052056179,1.5085504262353155,0.7957608910799802,-1.6511787311464907,-0.29414180333668805,1.173483294161645,1.7076756821481858,0.0
1.1229312531691185,-1.0786342488558351,1.186368146724755,0.18334949442513696,-0.737899945717661,-0.20854398614287228,-1.3590908253675555,0.7798959740031196,0.0
-1.2493231541155665,-0.10481870809008141,0.16538741363488527,1.4423837289609234,-1.5689711853254038,0.7581913592550646,1.523181629996753,-0.9301383632227445,1.0
-0.7475642224256226,1.4067759752358637,0.4808250667578791,-0.0005237028113219151,0.13905060507303985,-1.7058172277841512,0.2966783172196593,0.2788957969498456,1.0
-1.101075945286285,-0.0462756366235965,1.1293007854903494,0.8049429484020842,0.5309457959871449,0.14893294797737983,-0.9245525033620524,-0.6287329091864801,0.0
-0.11215693410364845,1.224230663332182,-0.9616809794777986,0.1282204626198834,-0.6068769082536015,1.2118915700400033,0.9074261217681807,-0.521562807750357,0.0
-1.330473425345557,0.07529637547247603,-1.1771336049877352,-1.0217187138677197,1.1914505586938775,0.9741373574532182,-1.4819235988420918,-0.06597305506347387,1.0
1.7257948052797571,1.5632993899455583,0.6793266530002676,1.3992442939306717,-0.4988375828555696,0.4265056899570847,0.47159004506116514,0.009782136141158195,0.0
-0.9747731669158708,0.042088457414877684,1.426100320343763,-0.9241638261548397,-1.6333689013102541,1.466913651134889,-1.6660941954284685,1.6943839819969868,0.0
-1.5870231459355792,-0.29941692428627487,0.3762363150884289,1.7313227386341372,-0.05976066122966597,-0.5864529373002622,-1.394653959811242,0.15644081723655145,0.0
1.520485985171905,-0.5775775366652268,1.3852433070490586,0.8983942975614639,1.345625273533181,0.5062532866828033,0.35558066794323534,-1.3590206828150195,0.0
-0.04732791379372573,1.6341111207707295,0.15997566267538668,0.9092805065671632,1.0486873886058588,-0.5507270751313631,-1.7176959485150611,0.38685047790878246,0.0
-1.2715943418884088,1.3841859607540499,1.5514090586849734,1.2989203890311536,0.7413053656808798,-0.6610724947650933,1.589180894883981,1.399102286515626,1.0
-1.2018021179704552,1.6873374365426732,-1.7273159871348829,-1.552595899589744,-0.2590629736549438,-0.8069144103424736,-1.3592886893130776,0.9033489850211696,0.0
-1.3837957883786125,1.6564110135465384,1.1455996843235416,0.020958881006311086,1.5925930200470715,-0.9467633272794133,-0.8221608213182882,-1.151577280086332,0.0
-1.3202987194926044,0.5620691841756605,1.2527647135504967,-0.13898648570182362,0.06370026594678523,-1.6912556965040884,-1.5452196930618196,1.054619955296634,0.0
0.07879302505450449,-1.3210768395562464,0.24909014570727975,-0.09916363435719079,-1.441654398782738,-1.3014970781916677,-0.288574135995563,0.1315881070580071,1.0
0.6530736195816783,1.1486897650777963,-0.315537100940592,-0.008007111630725365,-1.1522630208082882,0.9400815393259911,-0.8758314165411484,1.1656437267418722,0.0
0.38640826790733174,1.2657483648108288,1.1414654644836795,0.08729697509639485,-0.3159876101445024,0.9464301016730428,1.654854266213878,-1.6718919589218173,1.0
-1.1890391988169782,0.4547177262071563,0.27314739417748296,0.8495471467470296,-0.13956162212854023,0.7560294213809309,-0.09931145257589787,0.09900786547645438,0.0
1.6152982196904335,-0.7993315117861547,-1.415794866238586,0.6974181313024023,-1.6981456865448654,-0.7511305178330274,-1.4304673339507359,-1.1665823634601467,1.0
1.5685645394459453,0.17154976007962433,0.1964281914240528,1.531192227839163,0.7359561753961144,-0.5901541159872113,-1.0888843296459372,-0.6008457223241117,1.0
-1.5932749179343135,-0.9735394970688505,-1.1580453530095753,-0.12569538664532462,-1.3041183458312564,-1.1284729620485374,1.1314372057382063,0.36423035799000986,1.0
-1.0111863004723556,0.4915053421499239,-0.9950914160729917,-1.5287047569340484,0.17608098977428527,1.2949018782911508,0.047980796281851444,0.02709192186323858,1.0
-1.1986656169736,-1.2556011446655722,0.04999176333896742,-1.0867424649208866,0.9908192092863862,-0.8357067802324611,0.8991245653479683,-0.3846306051510236,1.0
1.4459539341147958,-0.5048524715510857,-1.585952787322721,-0.73176895330359,-1.0498812810168612,-1.5081634163369775,-1.0843567370101674,-1.3038232057982342,1.0
-1.2971220262818826,0.3670348673137951,1.0484261475788246,1.200746393467667,0.07651427513786437,-0.8586351124118669,1.0069778742409223,0.11429851272070501,0.0
0.8459776613208618,0.12083722035528087,-0.6795642896513663,-1.4814095031318006,-0.2218380061911091,-1.4529018155934597,0.5212946320818699,0.8673621683791641,1.0
-1.4555956313866665,-1.0539160631255413,1.2745666814521004,1.155866118881192,-0.430306818852137,-0.01813593665476825,0.5301548631717918,-0.328887960745224,1.0
-0.5689470442618724,0.37466066126973685,1.165608496631952,-0.978653571779541,-1.145057033689947,0.9530476396738001,-1.728136181405255,-0.5078672799035919,0.0
0.7988175350903386,0.889594555695363,-0.7732917207910575,-1.4933321445392558,-0.05034175410848167,-1.4501991629634177,0.8011499049115937,1.0508874335961886,1.0
-0.3398154006614272,-0.730136566797296,-1.41333757894421,0.27674397738194245,-0.8614315468220339,-0.291104773438512,0.10824491651284406,0.27867946068436383,1.0
-0.0648085070481227,0.141703030521027,0.43816659622371684,-0.6123123228282958,1.155276521716669,-1.4810226674986824,0.16617249632833345,-0.3106378333891829,0.0
-1.7056563578601813,-0.24427360179870303,-0.42411709965312233,0.719966497819894,0.3835649566605099,0.6020712575679334,-0.5561531149112044,0.2538815556930749,0.0
-0.07402417095412646,-1.630061046984901,-1.07890483676225,1.6172784865683663,-1.2156602876835993,1.165116519630697,-0.4248383796543619,0.4736474721036034,1.0
-1.3772181821091631,0.8601885173357607,-0.0463672896666604,-0.14002842128447374,-0.15229945033237924,1.2050815117939566,1.0462655064826711,0.47091586619145376,0.0
