RIDGE,NUB,CRACK,WEIGHT,DENSITY,class
-0.1336422096175776,-1.2488263547902767,0.013829623397074957,0.9122841722504096,-0.6478929300256263,0.0
0.5754108996949387,0.5350047718829387,0.6226425727847598,-0.575767766027037,-0.0415607113544406,1.0
0.1473623481768076,-0.43689132827817384,-0.08693013255198305,-0.8516150940888014,-0.33195640754433337,0.0
0.6374204163423397,-0.5310745571753122,0.2620079887558463,-0.6192162097935886,-0.2184062831853063,1.0
0.26036128839461986,0.42286810602772595,-1.2585448647274742,-0.1664182978932144,-0.2598822949959985,0.0
-1.4371863542550125,0.46265107105942055,0.6164958974785657,1.2311218582631716,1.6267991410276452,0.0
0.18267354003626782,0.04735008466941837,2.308901664687958,-0.17404642256091518,0.4648346751777919,1.0
-0.16579587126207057,0.9832814588081799,0.7548722903221422,0.8863525317351447,-1.0320867541524297,0.0
0.789919746922638,-1.4105808437315537,1.0909963715804885,-0.47237978913399603,-1.0596950196828598,1.0
1.0892911265120058,0.4768826891851552,-0.08875889545299948,-0.25779645970890935,-0.612396588629359,0.0
-0.5033702401850022,0.07683537479712609,1.5960397260778592,0.5776026920518617,0.8679853267886232,0.0
-0.6845061814277755,-0.9618799080274967,-1.2006213397862522,0.3497348739757138,0.6218964438290175,0.0
0.7437291440254689,0.011096098116056363,0.9661198048742762,-0.4187239983904297,-0.5896865637575536,1.0
0.9759326655271428,0.36119776081620913,-1.1475364166873032,-1.696693798299971,0.46620236575130397,0.0
-1.8569034027801854,0.1339739716894727,-0.28488101684464334,1.708825696787462,0.5675705019788164,1.0
-0.5342265008005731,1.0897293342201788,-1.928672170268682,-0.049486914279451316,2.208258475315425,1.0
-0.3144498927686959,-0.8308641715149746,-0.03336261924304346,-0.04245629284942944,1.1585082500086101,1.0
-0.24056055947092322,-0.10777069609400926,0.024649803894755497,-0.03661071950747075,0.5012534125422418,1.0
-0.07016334722657808,-1.0835428873706674,1.6914147912628132,0.21584435679916425,-0.8681229191185965,0.0
0.5851179604053083,1.4988401452465485,0.38219835052820383,-0.6846726894813135,-0.09928997625966024,1.0
-0.09095302636472863,0.02106594441823091,-1.1579502054292024,-0.22719433555245444,-0.8390515427420837,1.0
-1.1587922298561695,-0.31262500415590533,1.0777632400328556,1.1693898154236455,0.28598527762294335,1.0
-0.34003839258008867,0.5098391056849934,0.9903255138280075,0.35165684272358094,-1.1147207101985788,0.0
1.2597039700940487,0.23135835046313127,-0.8276045069483735,-1.1378988120353577,-0.4845016166272167,1.0
1.957236783523244,3.1698018127193235,0.2380181754223738,-2.131646280168335,1.0012238340547197,0.0
0.4284294313219842,-0.7057686338704752,0.5140724752792775,-0.5017570316532092,0.4017936817661416,1.0
1.1465956105123516,0.7845980420745157,-0.1602203457586901,-0.5779486528445652,-1.1444282217255624,1.0
0.774757349355716,-0.017502126383218027,0.6728446543661344,-0.6555444066444664,-0.7643056625617718,1.0
0.025703646874382282,-0.6172163433103484,-0.4160566557654677,0.01745336511517614,-0.29684174723834855,1.0
-2.1038785384063345,0.43015747140919974,-0.47211331857856853,1.459059385050382,2.3967135136423816,0.0
-0.1317977117692304,0.7256853139253023,-1.3326986604152167,-0.5010001942188159,0.5814700550166021,0.0
-0.19721486003476424,-0.05730437545031333,0.007365454531676606,-0.008478275400088645,0.3402476059580975,1.0
-0.5304280857399937,-0.037133274421155535,-0.13809739455333858,1.1415561229351028,-0.6637645020298714,1.0
0.8123350851813657,-1.3888284517995366,0.5093608708606865,-0.2110816649097131,-1.792331872480011,1.0
0.7622679105351279,0.545977388025951,-0.7944962785945552,-1.3248276999432054,0.4056422994264896,0.0
-1.0529055482908822,0.40690092471592604,0.5184919856234005,1.3410624539960916,0.3013161347492882,1.0
1.121835571598945,0.028278173658101872,-0.174659952831299,-1.3605484351691095,0.48146960936260175,0.0
0.996425349249034,-1.2004041418990579,-0.6421247696612556,-0.2665498821409054,-1.6928085281888636,0.0
-0.5779473523414806,-0.11955324172385191,1.1628642136419607,0.6758720578754533,-0.08764870300604569,1.0
-1.2668672986991565,1.002661914385908,1.0547513068617325,1.478159571881518,0.8159494714801168,1.0
-0.8184042201476234,-0.3611243531887274,0.5661795182158775,1.4251012843756306,-0.7349798321250707,1.0
-0.17697227771603868,-0.050477826918456876,1.4332290289179244,0.7008875267596104,-0.7146235073100069,1.0
-0.21326824385046395,-0.5419893212121222,0.10395969498397496,-0.004216085637979072,0.6838560074848675,1.0
-0.5069341851801138,-0.9529513996369612,0.02790093794100693,0.37153378376369944,0.7578385254846146,0.0
0.14050019092744814,-0.6356133130826395,-0.3398074025869771,0.27824361158743194,-0.9165328040694198,1.0
-0.4394537003384627,0.886764861627554,0.26101740885112906,-0.05735404024222365,0.8293401163975258,0.0
-0.5715853978984526,-0.244128110412532,0.039254507618150594,0.3228273115055735,1.0962624255350482,0.0
0.24726222740381523,-0.8020345385908916,1.7669020598992136,0.20065781617482525,-1.111476420931178,0.0
-0.8301746174341101,-1.2895349535212062,-0.7130528307874832,1.180563125968241,-0.7250561237777271,1.0
0.7668947864936937,0.8507037154281991,-0.06182274189011166,-0.08037783166745106,-0.3276943020361794,1.0
1.1941305084515363,1.3914087840291125,-0.31007730570309194,-0.6827208455715623,-0.892677735926767,1.0
1.0272347158515112,-0.7484827722830799,-2.177803016305066,-1.2688117714108074,-0.33567779817458715,0.0
0.2579853250645455,-0.5430692271945627,1.0117118799760052,-0.015150394887503162,-0.9880662017398545,1.0
-1.323624685880077,0.9694740894612611,0.8838127745861686,1.1692105644523418,1.0467074973133776,0.0
-0.5339451367220117,-0.3344545322295254,0.6773276634220983,-0.019163624967246523,1.1527830336543734,0.0
0.7532486286834641,-0.2529987666968653,0.7184875284373361,-0.12463290480486916,-1.7287501641904603,1.0
1.2616422559685831,0.7005582157981584,0.8091636889460675,-0.93297511828608,-0.3451562119166012,0.0
1.1464861911484665,0.6522131390485421,0.590093133095141,-0.7677156811313877,-0.8241977869785919,1.0
-0.7126425892839192,-0.038097476191191755,-1.0205262932632384,0.35821941995075435,0.7734238366711478,0.0
-0.12235638379972444,-0.16433077192433412,-1.3444840213328781,0.012753006312102032,0.16422900982284372,0.0
-1.284702655012412,-0.07115031286803351,0.2306142256217309,1.4950689135078312,-0.38733197239281125,0.0
-0.0920315886658808,-0.11710416922795991,-0.36861041827798585,0.8573835830950121,-0.9989123060553806,1.0
3.225829257068269,0.3932863957230146,-0.894570248455732,-3.0450395212207932,-1.701428159477742,1.0
0.7618458644172857,0.8945748959648473,-0.8708725291967275,-0.9372472664354844,0.37370831487285844,1.0
0.9185812875137034,-0.7951694219882338,-0.9526080710782673,-0.8148586865842538,-0.6101701156027114,1.0
0.35031963684579,-0.0512877564052873,1.1397252830471554,0.4375678499145139,-1.3713058231409518,1.0
0.10448558887158432,0.2876870178686474,-1.5287572830950196,-0.064484245545192,0.5123857776754797,0.0
-1.3983268487381384,-0.48224737954067776,0.5998846344609998,1.5259797476704202,-0.29480611475684215,1.0
1.1097369162208033,0.602595315962478,-0.6878565419290346,-1.050225170293272,-0.7221935156006087,0.0
-0.23537095535523453,-0.7462843922473973,0.28907113974241583,0.42563770193552497,-1.096304597592451,1.0
0.9661787108036796,-1.1414721297144437,-1.5028117094368492,-0.4106875798436483,-0.9188865041261615,0.0
-1.5934215745450986,-0.10902415839505636,1.1259714620624275,1.5400708656923479,1.2283558895302973,1.0
0.07595839757299432,-0.05786361247693435,-2.270142843064028,-0.6121656715889775,1.0332532388809215,1.0
-2.3502753145376634,1.1374766058723726,-0.3246693096841189,2.103138000106365,1.2053914105983037,0.0
0.4793094355285105,0.005098763106431052,1.3405590088573902,-0.008119773457481298,-1.528812886397507,1.0
0.9199881079065105,-0.3710363473846997,0.6920339650844388,0.43320607627945784,-1.4880684300098561,0.0
1.0044754881634306,-0.058924234423974195,0.6630531530002757,-0.8137134720453691,-1.162589880271502,1.0
-0.5629256368138396,0.8885968449906227,0.8319470267545639,0.5948207436843088,1.2850673381947637,1.0
-0.4948824238150656,0.9404130481123694,1.4627559299239188,1.0397017376854374,-1.0232444755608863,1.0
