V1,V2,V3,class
1.1830066158780626,-0.49234839729263086,0.8354138017260838,1.0
0.3709729087829104,-0.5131737628963802,-0.30378920531648224,1.0
-1.6972838836474773,0.5766870370331674,-0.45403530956742527,1.0
-0.4827035525222496,1.2673949962241864,0.5206969818699393,1.0
-0.7082684711597919,-0.48540660875804775,-0.8924218098733693,1.0
0.6763531063229676,-0.9852153832480314,-0.013104833867074091,1.0
0.5410141551404423,0.3094281784517178,-1.0789980478418835,1.0
-1.2288028987848896,-0.9088557093676172,-0.9971469927052468,1.0
0.6104187454904553,0.1705924077600557,-0.24104502920592163,1.0
0.13499730159286616,1.6248971057552162,0.5253627409975535,1.0
0.4820202533429312,-0.2563275871168053,2.601116757706962,1.0
-1.2600349644423954,0.5107400459546279,0.2845078109968878,1.0
0.5618355322454461,-1.2871831845023964,2.732721476301869,1.0
-1.194100603609883,0.3476080153919249,0.17192336801037544,1.0
-0.5451676838372613,-0.3604544151355519,-0.6734667191190228,1.0
-1.1281662427773707,1.014019714711903,1.0602362740283817,1.0
-0.5139356181797555,0.0005185886627695971,-0.6186900574352001,1.0
-0.48617378203975026,-0.12096271069243475,-0.3987498528047211,1.0
0.16622936725037202,0.5107400459546279,0.5540501231046943,1.0
-0.6388638808097789,-0.45069766608513223,0.5244534051118935,1.0
1.547380715215631,-0.926210180704075,-0.4682057937856316,1.0
-0.8401371928248166,-0.4125178291449252,-0.4208012480319833,1.0
-1.114285324707368,0.8092369529417014,-0.6505601151421515,1.0
-0.7880837500623069,-1.1240511539396936,-0.07705063239797123,1.0
1.5126784200406245,-0.2493857985822222,-0.2758487776868487,1.0
0.9956142219330275,0.9897234548408621,1.6935562421091461,1.0
-1.2912670300999012,-0.072370190950353,-1.0783052205004284,1.0
0.21828281001288177,0.3823169580648404,-0.9425543632839981,1.0
0.8082218279879924,0.20183045616567966,-0.6374721736449692,1.0
-0.22937679774470215,0.9272473580296141,-0.7972338284137148,1.0
0.6971744834279715,0.9029510981585733,0.7094924324165537,1.0
-0.5659890609422652,0.0664655797413091,0.066916724071032,1.0
-0.9338333897973342,0.8578294726837831,-1.0209412817133576,1.0
0.20093166242537852,1.4270561325195978,0.8081553760106952,1.0
1.0060249104855294,1.6179553172206331,-1.0489791381878837,1.0
-1.0795830295323614,-0.436814089015966,-0.2812939675735999,1.0
-0.30572184712971645,0.3823169580648404,1.823104129534107,1.0
1.6966005844681589,0.5732161427658757,0.23136578882181177,1.0
-0.6111020446697737,-0.14178807629618406,-0.642018853073271,1.0
-1.2010410626448842,-1.346188387046353,-0.7989225950585124,1.0
-1.3433204728624109,-0.49581929155992244,-0.6917400402499103,1.0
-1.2357433578198909,-0.6138296966478353,0.627067629637774,1.0
-1.652170899919969,0.6599884994481646,0.5258715360764351,1.0
0.39526451540541496,1.2188024764821046,-1.0511983507659834,1.0
0.6763531063229676,-1.259416030364064,-1.0486868516532073,1.0
1.6098448465306425,0.9550145121679466,0.7448482776852027,1.0
-1.2947372596174018,-0.2771529527205546,0.5974817370721838,0.0
-0.9442440783498361,0.7537026446650366,-1.0335637298404994,1.0
-0.4237096507247386,0.33372443832275867,0.03138767196701895,1.0
0.42996681058042147,-0.36392530940284346,-0.5758321911098537,1.0
-0.15303174835968783,-0.10013734508868544,-0.8310524630185098,1.0
-1.2808563415473992,-0.46805213742159,2.0352067248643717,1.0
-0.916482242209831,-1.58568009148947,-0.6096183494330176,1.0
-1.1385769313298726,-0.5097028686290886,-1.0140130082988033,1.0
0.8151622870229936,-0.7179565246665818,-0.854868402881041,1.0
-1.5931769981224577,-0.5270573399655464,-0.7223543484004735,1.0
-1.0101784391823485,-0.9852153832480314,-0.6069119926304576,1.0
0.6104187454904553,-1.0962839998013612,-0.9399562607535406,1.0
