V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,class
0.3170095203280213,0.07749231928335541,-0.7301008314565373,0.9784664322705717,-0.16857370555193157,-0.545246408899559,0.688989917513814,-0.13309766294562442,0.1439688000949817,2.0251391285706535,-0.40263357433664576,0.2767326574792491,0.6813582846413677,0.7000510571643178,0.4348698618337722,0.21523519005738465,-0.26651712915520204,0.3249314285482278,1.1492991492746738,-0.8066536480696822,0.0
0.7731735171874304,-2.1816889117689855,-0.4624093361012706,-0.9492340274571043,0.7402947297408653,1.835189360996023,0.2270225948079381,-0.420747167052043,-0.3486139231315518,-0.31604448351543485,2.5530125755718114,1.4134568845771223,-1.2514849282572817,-0.8731094466595513,-1.6564170554383875,0.16400103741980146,0.15587072028590512,-1.2348936526662244,-1.3806688508930445,0.5655182758652015,1.0
-0.18826947914309403,0.868572608633245,-0.9135310813004609,0.7858976776789104,-0.7800797207304678,0.7543750083775069,-0.5389745043795826,1.3841521861790764,-1.2914276804183165,0.23605150793245067,-1.229396963135487,-2.2288496499974557,0.9008943594557199,-0.128601309205893,-0.05458026774056303,-2.6019863568989536,-0.0519709199152746,1.5385641759923032,1.3471015909857986,0.6848082712171045,1.0
-0.8469487607439221,0.7825276193194712,0.5636333688560832,-0.04208086993819787,0.19926964935239097,-0.1777034241558923,0.37179867884681655,-0.19454391851765282,0.5974576563987745,-0.5391748536854595,-0.47251947482522405,0.3545540352267337,0.05250645588097918,-0.6462566055005251,-1.5773877943537933,-0.47511217432851216,-0.7465642723295398,-0.6163198034576455,-0.8362023360799488,-0.8410253416456542,0.0
-0.07120084278094477,0.539066990640964,-1.0029776342278867,-0.1373587903284972,-0.9257403192965955,-1.1210196817623894,0.3138882452312652,-1.0595181315700524,-0.15053833072299866,0.7335445991272486,1.51593218435923,0.2354939786728897,-0.5227838606506066,1.2345351992422604,-0.522778831308957,2.6908957194298346,-0.0995733600903835,-0.6992753249460189,-1.1325661319083005,-2.3749464118204067,1.0
-1.231122274323159,0.8018710665295444,2.3849725987551134,-1.0539055456323627,1.6384232130656529,2.395758517583486,-1.6050529413931423,-1.370800810896482,-0.78972305490981,-0.8951048701500304,1.8449233574139523,-0.8719640892720834,-0.22521990382392426,-0.2194770764357699,-0.5041837110537583,-0.10070875120771178,-0.22427834421109133,-1.43673031518518,1.9248750461557504,0.266282355321445,1.0
-1.3562646097447668,-0.9970695240072621,0.4806684501987608,0.9516275814564029,-0.09876401775987037,0.2380961035487234,-0.9581670749830624,-0.5314854737972371,0.13028594667202242,0.5137847783555628,0.5329144708830957,0.7057479450615359,-0.7958814476937615,-0.21207238429111328,-0.047939153363706376,0.48651345979228033,0.662065682711359,-0.031711994543518765,0.7421387967490255,0.18001614399351518,0.0
-1.7686960700321084,0.09750278191446561,0.21103246456246316,1.6521215877062092,-0.64583032113035,3.0872152838458518,-0.22704785058672622,-0.42749950282918897,-2.0433330542323636,-0.3632321750921772,0.44786464859039193,0.09514944273511837,-0.31448909087192894,1.658622112981686,-1.0394575298284043,0.04773892181913187,0.0915068575139269,-0.4719641322062243,0.1895154802158834,-0.35375603859805066,1.0
-0.01603056587464456,1.182736871941675,0.1902912348981326,-0.7466007038101297,0.016019218898230266,-0.36081386799401405,0.9462965032374572,0.6711055281124615,0.845052146909466,-0.21897266084327918,0.37336364146577544,-0.08709891198976008,0.5623327019106947,-0.13398653985655237,0.2907576798559829,0.7341451975405991,0.3409168257553426,0.24916103096829634,-0.0844171108823408,-0.5849225267658626,0.0
-0.09744036472418512,-0.13195052292226464,-0.4287048378967334,1.3696426828870825,-0.3061793401420522,0.6466240973825111,0.05394936707055157,1.0154746527469063,0.5792138518348288,-0.1684144198681981,1.061673831183471,-0.806115231178058,0.9544558716845227,-0.2854461519063472,-0.09841162262781693,1.509882816322468,-0.11834615339887715,-0.1277313776836044,-0.11500511733251473,-0.3382550787500632,0.0
-1.1463484341988441,-0.01922491676701053,0.8890114092152693,0.3571470359225634,-0.23234217036198748,-0.534669632360173,0.623182606587051,-0.06287337086330627,1.8992834249260417,-0.09628466274374907,-0.13297948660241443,-0.9983406856141523,-0.5088975426653614,-0.5634586842466374,1.5412795170180902,1.5059417276580385,-0.7210869099822984,1.641115489958245,0.6551329117351975,-0.7372363061417387,1.0
0.34392185052621654,-0.990399369796892,-0.2517562223229131,-0.14138461795062254,-0.030296823963810345,0.47937881835346857,1.5122393772076184,0.34564294365402537,0.06903888849306192,0.36278416530998725,0.6845536889243504,0.03329142452557934,0.10077794221064097,-0.9498489834314473,0.34189426055777905,0.322958280218457,-1.1240315092110371,-0.11728028836223453,0.5219051503077734,0.017593042977647307,0.0
