1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.11933298358176635,0.8459094960758226,-0.4196017647241509,-0.2922081290581982,-0.8772243468265589,0.3012757580733195,-0.3465738726327044,0.11218526443808906,-0.7608282764491563,-0.4160729557946443,4.529198511045576,-0.40612234040600814,0.36287795368396186,-0.5795669508165052,-0.630631761376126,0.12374277287006465,1.0
-0.11979171935528395,-0.17833427193544293,-0.4196017647241509,0.8521923566279657,0.7204712282452729,-0.22158616746061144,-0.3465738726327044,-0.5655738578488089,2.036543552747608,-0.14821021689379776,-0.2373469361030805,-0.40612234040600814,0.2965987609113704,-0.7207786634347372,-0.7336053187838109,0.652526924718363,0.0
-0.12189942426063508,-1.184567439530546,-0.4196017647241509,1.1632588111884716,0.6670179193383863,0.2616782156731502,-0.3465738726327044,0.24036331816996861,1.9469938618771343,-0.7713296365631751,1.356184609657888,-0.40612234040600814,0.10623875376218363,-0.10402905329785549,1.08294404416504,0.12374277287006465,0.0
-0.12304006456235451,0.6942259654614508,-0.4196017647241509,-0.6518490623948359,-1.1920227259278928,0.1702657397782018,-0.3465738726327044,-0.28975858948861666,-0.7608282764491563,-0.31203547334639614,0.1305436053080574,-0.40612234040600814,0.36287795368396186,0.8194780053977274,0.7081032022877477,1.7100920557163939,0.0
-0.12317644546799489,0.09803305617392388,-0.4196017647241509,1.6463702572432424,0.6670179193383863,0.09727949307512207,-0.3465738726327044,-0.166380605933517,-0.7608282764491563,-0.26185919048912415,0.8834336712079308,-0.40612234040600814,0.36287795368396186,0.6841603468713868,1.6452109296498334,1.7100920557163939,0.0
-0.11345620637508141,-0.23766901477862531,-0.4196017647241509,-0.10373440664697645,-0.38375036962263226,0.5833596490841114,-0.3465738726327044,0.24036331816996861,-0.08392554239286115,-0.7713296365631751,-0.601341628470856,-0.40612234040600814,0.3307993048110902,-0.920439745797559,-0.012756680916886537,0.9169174142932293,0.0
-0.007612225334007013,-0.9753275916078002,1.3817920820482115,0.11236567988380856,0.6850312932314923,-0.28314438199226555,0.28255434530494045,-0.3742506112745135,-0.19417303917207676,-0.5058928011786836,-0.3909571609942386,1.2819146920367936,0.3145347792515221,0.1700865623614663,-0.24516407536317106,0.379605048700349,0.0
0.030190082056673066,-0.4355592742883157,-0.3805596194489103,0.5271051367650448,0.7335411490857787,-0.7209440474460932,0.19877849607341072,-1.0106212632955498,-0.07801188356179206,0.03219716486046968,-0.38263969566936107,-0.36896053232481246,0.3286173561514072,0.6352186477155026,-0.630373118608803,0.2907282437796007,0.0
0.7293777904823905,0.6544215684914467,0.04383328746996795,-1.287243575245205,-1.3113057585783896,0.7108941318219391,-0.32738074629062286,0.8780283711375538,0.9325901702476846,0.4800066709238705,-0.05582795191456136,0.08838370471062097,-1.3378008924573284,0.12497599836531145,0.7503294453876554,-0.61114622320276,1.0
-0.07391814200352392,0.22921619062340223,-0.4016911261725773,0.47357238396487844,-0.1970727791687092,-0.13743108106834293,-0.19164140697975712,-0.21813507044631306,0.20309811301509686,0.13122930207876957,5.185786981012955,-0.3793705277746868,0.24868597084758398,2.8952165052095897,-0.16711018632017202,-0.4891654814475746,1.0
