theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,class
1.7004178854000118,-0.506188866118954,1.2045357714767695,1.3052249010450405,-0.3782812349254844,-0.16757615539559992,0.5817294483561485,0.9577989874470005,1.0
-0.08542330155528613,-1.5254671496124632,0.9411068245919336,-0.3752780811342136,-0.09231236395470632,1.0003105882527308,-1.408100674190406,1.2158255930723365,0.0
-0.6349144278216827,-0.3394724216017835,0.6522112920288101,-1.6292925060786867,1.1034378612127416,1.3764745035842507,0.8123311353690309,0.1984624127996542,0.0
-0.9673007133390543,1.6281721097005621,-1.6030470515771387,-0.9238589961542724,-0.27029386135203737,1.3373193253741542,0.9844334646327939,0.8280997342641339,0.0
-1.7047425480583505,-1.2781319861785922,0.26925215300447586,-0.039377010728284145,0.7009683409576455,0.8371501415419259,1.3469019271562583,-1.7061199029310015,1.0
-0.9721890232501867,0.5785058063470611,-1.1741741166366135,1.0728415829298685,0.7386131198361419,1.5668747158721936,0.4771187674811328,1.650135373481462,0.0
0.8470734822022045,0.19692111247050498,-0.8080894494809816,0.5402505549342226,0.9416514372726444,1.4014365319794613,0.30127001688486965,-1.0220568619890724,1.0
-1.3482064864007677,-0.3220247971591175,-1.5572453894630887,0.3961402661882235,-0.36080475908793536,1.4235426283696395,1.543440641337905,0.05171428533125538,0.0
0.4789991082063395,1.3120681462396497,0.7569120663940958,0.4399459057674498,-0.06697323839973396,-1.4221691261246225,-1.4252343956952032,-1.3825588240453532,0.0
-0.0826370864781971,0.27543985980340796,-1.2036730782493132,0.8747413744709195,-0.9930544278661418,1.6207727670055068,-0.3026051723454751,-1.6173580353974306,0.0
-1.2801381800212213,-1.7269545974695957,-0.5515750503162773,-1.0126858937670398,-1.5890653315652508,-0.7904387187170225,-1.3139234689218342,-1.5927256293441838,0.0
1.6565579308842333,1.5317009903969274,0.29458995134565125,1.6524346708503042,-1.0945840627656436,-1.6868717534453284,0.4931773715964976,0.09023125398643124,0.0
-0.7061845053548691,-0.00013454115669037436,0.951292126580451,1.1046534170092503,-1.4391732329901086,0.5134847830559768,1.7047060511486787,0.49783698096521756,1.0
