Temperature,Humidity,Light,CO2,HumidityRatio,class
-0.763973042856826,1.0726696831496305,-0.621390762735596,-0.7938890347893467,0.7495570330899654,1.0
-0.858733824025701,1.6146171730638106,-0.5675317036227149,-0.5694843297007796,1.223558624340166,1.0
0.5626778935074043,0.03360245865984518,1.53613978172747,1.0265204940794903,0.2393535747709544,0.0
0.32103790152677736,1.0576155862075696,1.6074238305533421,1.3904417282267028,1.1953397543364035,0.0
0.9322449400660122,0.45394629883094256,1.443470518253836,0.1974549010553775,0.8254809616216733,0.0
-0.5839275586359681,0.18949599588207933,-0.621390762735596,0.36776682520374177,-0.02572522117501119,1.0
0.9322449400660122,0.5708664517476126,1.4173330336843497,0.44569256408294616,0.9497523236604614,0.0
-0.2901691370124575,0.548787109565924,-0.621390762735596,0.2970713095195151,0.4331811463800205,1.0
-1.2377769487011945,0.23766910609667274,-0.621390762735596,-0.821203211303707,-0.21229248092423117,1.0
-0.858733824025701,0.5708664517476126,-0.621390762735596,0.08819819499793626,0.2362921678479482,1.0
0.752199455845151,0.7916598735645008,1.4173330336843497,-0.2042241653322741,1.106679574313801,0.0
0.9322449400660122,0.5106500639793704,1.4521830131103297,0.2488698215529969,0.8857451808930662,0.0
1.1312425805206476,0.14734452444430965,1.92107364538718,1.6788472978930367,0.5778006740182368,0.0
-0.015362871622724648,-1.5166349908847816,-0.621390762735596,-0.7023062076529621,-1.5168070033482066,1.0
-0.5207537045233522,0.5708664517476126,-0.621390762735596,0.1406842596725884,0.3653366424067057,1.0
0.7206125287888918,-1.2577045234813404,1.4363421133712488,0.48987726138558785,-1.0510269200989204,0.0
-1.3325377298700694,0.5561468902931604,0.8862668699316015,-0.8412871646230895,0.04613155738273013,1.0
-1.43677458915583,-0.03129742593480883,-0.621390762735596,-0.8147763462415045,-0.5257021194613258,1.0
0.752199455845151,-1.4584258160421477,1.7262305785964627,0.33964929055660614,-1.2517156995148455,0.0
-0.5839275586359681,-1.7795798841394395,-0.621390762735596,-0.8329857972510792,-1.9140724921569507,1.0
-0.5207537045233522,-1.0148317594827636,-0.621390762735596,-0.8083494811793022,-1.1637688455771291,1.0
-0.9108522536685812,-1.797644800469912,-0.621390762735596,-0.8179897787726057,-2.007211706060309,1.0
2.187825290553588,-0.39594110742028155,0.1793667190750353,0.8219319562660455,0.3816736452061875,1.0
-0.38492991818133254,1.3918165383213146,-0.621390762735596,0.5846735210530736,1.218988590136875,1.0
0.08887398766303586,-0.19287806644625854,-0.621390762735596,-0.4018502659949987,-0.16284925646687387,1.0
1.2260033616895194,1.342639821643916,1.3698103344671015,2.9851076217856796,1.911147830271474,0.0
-1.43677458915583,-0.011225296678727828,-0.621390762735596,-0.792282318523796,-0.507477653383051,1.0
-0.858733824025701,1.2131745879421962,-0.621390762735596,-0.474152497944776,0.8435581005761481,1.0
-1.43677458915583,0.5809025163756532,-0.621390762735596,-0.800315899851549,0.030510991076176174,1.0
-0.5365471680515306,-1.797644800469912,-0.621390762735596,-0.8228099275692575,-1.9202435682503622,1.0
1.5102857051961411,0.4002533530709263,1.6335613151228288,-0.3118741551241647,1.0078579350034274,0.0
-0.19540835584358587,0.9356774009768802,-0.5548589838314486,-0.06845664089324788,0.8522364308179331,1.0
1.0364817993517728,-0.31230723551993855,1.53613978172747,1.0233070615483892,0.049409468140704293,0.0
-0.26647894172024045,-0.5988368806504912,-0.621390762735596,-0.3689125825512113,-0.6835028080580523,1.0
-0.38492991818133254,-1.797644800469912,-0.621390762735596,-0.8244166438348082,-1.8844782902260389,1.0
2.1736111733782564,-0.37412939362866715,2.361133840138898,0.7366688797741608,0.40137191010039563,1.0
1.1312425805206476,-0.2169646215535556,1.5147545670797085,1.1277436188091785,0.1860796480978171,0.0
-0.015362871622724648,-0.8943989839462798,-0.621390762735596,-0.5812669156481486,-0.8979508468003323,1.0
0.4584410342216438,1.793259123442929,-0.621390762735596,2.437217375232923,2.015429011594376,1.0
-0.763973042856826,0.9120926491009854,-0.621390762735596,-0.3809629545428408,0.5967476817746594,1.0
-1.3325377298700694,0.6290756265902465,-0.621390762735596,-0.7826420209304924,0.11289935342373082,1.0
-0.11012365279159968,-0.2922351062638583,-0.621390762735596,2.170502475151522,-0.3303224079457836,1.0
-1.3846561595129496,0.5959566133177135,-0.059434844491636635,-0.8356636576936625,0.06335818783120988,1.0
0.6258517476200168,1.3597011315115848,1.5836624809447182,2.1721091914170727,1.6451355499645195,0.0
0.4584410342216438,0.2727953322948141,-0.621390762735596,-0.2773297554148267,0.44672653002831747,1.0
