1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,class
1.4818350922677044,1.2803355196300616,0.0,-0.3570473186116237,4.391309810739318,0.7393293163793315,-0.06519452372718312,-0.11767465819077119,-0.11868920189515962,0.33245275296501153,0.3286399358675913,0.39653726199345923,0.2557643445196319,-0.304923870244481,0.7002525824868434,-0.8806648380337816,0.38000450486065207,-0.5793261329359811,-0.4404547545801814,0.0
0.2616664893042299,-1.5384574755925675,0.0,-0.3570473186116237,-0.19455170047579262,0.16283822437202425,-0.08199213045929153,-0.10228109746754024,-0.11076267914288204,0.014174254730969685,-0.013931485022542505,0.07483156349038399,-0.031509858915487146,-0.2665508498827043,0.4163391193135891,-0.4381119341188857,0.05375900369683517,-0.4695478049503692,-0.5021763965682376,0.0
-0.7802752390690741,-0.14646093474188648,0.0,-0.3570473186116237,-0.19455170047579262,0.533438581804272,-0.05807224033897162,0.08242500749554799,-0.0927146907619157,-0.2885808274788651,-0.4104265023226241,-0.11921212225528524,-0.37073843434599096,-0.8709863641321096,0.8933168037407215,-0.6401445084579961,-0.14302296130514597,0.42339887568413226,-0.4710372586063523,0.0
-0.6705971623982,0.20153820047078377,0.0,-0.3570473186116237,-0.19455170047579262,-0.537183231776387,-0.12469239838798775,-0.4409136666193122,-0.138123068976831,-0.8397472458775891,-0.7403087923068034,-0.8902846128597032,-0.8658309509154679,1.5851347575824306,-1.0259581382349015,0.14875489927400048,-0.8913161880820356,0.8186455423188963,0.434219100041081,1.0
-0.06736774070839241,1.802334222449067,0.0,-0.3570473186116237,-0.19455170047579262,-0.1665847273459265,-0.10087664160874492,-0.14845900901795256,-0.12647060263004672,-0.6398528072306857,-0.6673539260854883,-0.7626235192614358,-0.45936809863776296,0.2707266978577556,-1.3439442832850115,2.005553140887859,-0.6453384987970582,0.1378735844344611,2.365530442868654,0.0
-1.5206022565974744,0.3929377248377524,0.0,2.4106684733106944,-0.19455170047579262,-0.3724721265177691,-0.11676240693657063,-0.3639522354275027,-0.12760382309913884,-0.6932219185240357,-0.7085892480180337,-0.6553875204611286,-0.7160811171145508,0.424234321932371,-0.31616834770963514,0.1102723392348824,-0.6867646864698381,0.26711217792059533,-0.482856021008847,0.0
-0.615758124062763,-1.4514576917894,0.0,-0.3570473186116237,-0.19455170047579262,-0.47541675260458405,-0.11453079977411787,-0.4716980174464936,-0.12706874412209213,1.9296825725574878,1.8099444526530968,1.9488959395501984,2.000814029255926,-2.655504506815933,1.710995754469201,-0.2360707011171801,1.9542695461765343,-0.7572153901734208,-0.6937167228426239,0.0
0.35763480639124473,0.34073785455585187,0.0,-0.3570473186116237,-0.19455170047579262,-0.557772305233893,-0.12593147140081257,-0.5332675502866405,-0.1396348176002721,-0.8222805863655922,-0.7212769515430679,-0.8673056343951978,-0.8566626779432505,1.5851347575824306,-0.9748532038143713,0.062168273319725305,-0.8757806103491154,0.7635899014938032,0.3663291773467938,1.0
-1.4657632182620373,0.3233378977952184,0.0,-0.3570473186116237,-0.19455170047579262,-0.41364990283242364,-0.11279740005929417,-0.5948368060648593,-0.13761914709996703,-0.9561910487607804,-0.9337982408492459,-0.984753721014916,-0.9330657228543605,0.9806992433330253,-0.9748532038143713,0.6682746549996516,-1.020778792113868,-0.044799691246601,-0.5156391708273773,0.0
-1.0544704307462593,1.193335735826894,0.0,-0.3570473186116237,-0.19455170047579262,-0.24893953877452055,-0.10486734169846963,0.12860291904596033,-0.0580634714566011,-0.7097183972843423,-0.6895574072542981,-0.8443266559306924,-0.5602182761793363,0.7600319257908523,-1.480224278756206,1.7457932630250335,-0.730782195551862,0.2161702672407048,2.1173817398296344,0.0
