V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,class
0.43052019345999953,0.09872865137027909,0.9756590749220511,-0.925707603159926,-0.966058902937383,-0.7128639020187538,0.8666061722375754,-0.8353731529651995,-0.9305546422779568,1.1991193164932175,0.0
-0.6145858030451967,-0.4640392400346534,-0.5904043462405122,0.19842053283531036,-0.16159148446636884,0.48879295401102274,-0.16952259002739872,-0.40524175136412866,1.0832112977302664,-2.1351961156417842,1.0
0.46576023497776814,0.14458712381286307,0.7879684581714511,-1.0668390187739265,-1.0954614235688283,0.6248079401243146,1.119925970949969,0.7692590178492392,-0.9747067666084925,0.608645545847348,0.0
-0.42831094228481814,-0.8038977801894933,-0.8092003977851799,1.1316383430581198,1.116145292677694,-0.18693940165140113,-0.4680670023902501,0.167032802542604,2.316122496411307,-0.7702952400275456,1.0
-0.16469399830857154,-0.07349272469336542,1.3059691682114398,-0.6319573311261345,-0.6068085484570762,0.2650346457993876,0.6374987187105728,-0.4424388531379417,-0.9460969562396907,0.7586258300652445,0.0
0.19432528460411724,-0.32444698747526524,0.17199620861001022,-0.38360980132475386,-0.46564216231368116,1.071996878783531,0.8144088423999417,-0.28704360313049554,-0.9067335655675646,-0.624195601993017,0.0
-0.6156574742119906,-0.6458978179619004,-0.11620516682890514,1.0216871239169798,0.6311120684926954,0.5997034318401137,0.2419990407146769,-0.5828150590833656,-0.03201581354862887,-0.10734705652263546,1.0
-0.7207048536495784,-0.7315751589642224,-0.8261285255642645,1.4992364488434229,1.5342149747177483,-0.3076042046733373,-0.5747970121720776,-0.5452002281428658,-0.8233329801727044,-0.2558286084214382,0.0
-0.9656808566474727,-0.5467185827196782,-1.4941547680463905,1.6217691507718572,1.1197649436044474,0.32648942810527276,-0.18714262030241666,-0.5435005025680717,-0.780552349161937,1.0486037707327875,0.0
-0.9414761955366683,-0.6372199755598329,-1.3824291247044322,2.2661598778776426,1.804783881492589,-0.17502138977941548,-0.276427113797038,-0.5820180126273887,-0.8462614369291692,-0.5607269645871031,0.0
-0.7178628005993142,-0.6353448638850143,-0.3851507969191116,1.1431257838639104,1.3206555700392788,0.48395717340026667,0.12019023805338269,0.5592708870920506,-0.9785300915613666,-1.0628290545606858,1.0
0.4870166201253005,0.2527549031009454,1.372412069744346,-1.2566553025648495,-1.2384376351756001,-1.093431221875996,0.8107420878245708,0.3215061674925348,-0.995880631352516,0.8961880464963635,0.0
-0.7088291319752603,-0.5091509383509288,-0.5322139069999082,0.6508068921871646,0.3895003691318847,-0.4138174048641074,0.02702133770645661,0.422903920849884,-0.8728791340960725,-1.224611855791447,0.0
0.7621481278716371,-0.41761387336479866,0.09285721124279003,-0.5050484612716845,-0.3208561252435325,1.5048997425542474,1.1323694065303456,-0.4367634982526123,2.2846279528866793,-1.557642220478818,1.0
-0.3608499504878917,0.1093906235677941,0.021970676167873123,-0.8420133915748793,-0.6140478503105836,0.7100531415369058,0.18154268934150156,0.7025615942349321,-0.993589701170333,-0.09724399490731504,0.0
1.1699591354927645,0.1337616244344044,0.1353891322877396,-0.11009930594878371,0.014866498212874842,-1.9267495570781754,1.2335267336901388,1.225404863417074,-0.926627880678061,0.39256046112655985,0.0
-0.28434584803019947,-0.43782038202338175,0.118672606105894,-0.2320849868864665,-0.1751651754416953,-0.14626006521079707,0.4510981714143613,0.3283290772150839,-0.9316005017089535,0.1274721821868265,0.0
0.26197275662610237,0.5154395156625243,1.5486762002440653,-1.2654076384168806,-1.2556309770776803,0.5667346572186158,0.9645124410626278,-1.2630942092596416,-0.5142029830811998,-0.40008159413422595,0.0
0.024415833974537268,-0.25600541134438626,-0.43022193713092355,0.48123038505406307,0.7062198252228353,-0.16514883034180833,-1.4319783470023297,-0.7916460320339854,-0.9936854758435012,0.23927493688351892,0.0
0.4340184680617364,0.7059759359918388,0.21981816958592457,0.5162397284621872,0.4293165293261757,0.529208796991872,1.1584229723287167,-1.4363557837411238,0.13286986377772766,2.006882510330575,1.0
-0.41133652078610594,-0.5047902135257694,-0.37181989629308154,0.679251983706265,0.6446857594680219,-0.6759021880455874,-0.5076424609970481,-0.5370713145888365,2.1403912950953847,0.3520946885110246,1.0
-0.513277470145498,0.3438177392623393,-0.11620516682890514,-0.7966106493424683,-0.9497704737669911,0.272853307499419,0.2927904544931979,0.7886282070264125,2.1608334413364036,-1.6843680669813454,1.0
-0.8198627626881553,-0.5915958920766013,-0.9488574519626284,1.6890527326343463,1.5369297129128137,-0.14870751407736554,-0.559831947509387,0.35960114690049044,1.1783461960816934,-0.697753919475688,0.0
-0.7971027331942623,-0.2170750404677746,-1.2527173455971963,0.9905069274441191,0.6772626178088053,-0.38369807554136814,0.027995870874349318,-0.8548863866826096,0.3356056919401529,-1.39377056107832,0.0
-0.5419010044374442,-0.6694511829237934,0.10343729110471768,-0.2244266930159393,-0.45930777319186233,0.7124279607959778,0.446503943622867,0.15539400369147158,0.4302272380433983,0.7918736007797151,1.0
2.601083918888159,1.5582359958210183,0.3711133116114929,-0.7408145082857703,-0.5136025370931679,-0.9008766199176294,-2.698777345359318,-2.289910912852906,0.225169831803376,-0.2506553056128514,1.0
0.26295944946249,0.3300542015329296,0.9538641104064797,-0.9207844142431586,-0.9090494008410118,0.49678052177499954,1.315024765998237,-0.8877717552186682,-0.8923022378145816,-0.1467556875916669,0.0
4.846751964831481,7.210667474159155,1.4589571230149165,-1.7653848239641536,-1.5261998838525208,6.512707801317411,-3.7586243233161034,-5.7944569589978485,1.2004816385443253,-0.12591260312541094,1.0
1.9631374294709734,3.5983683998357185,2.44269294857697,-1.879165190040557,-1.7714312341400853,0.811673785849001,2.2577297198442006,1.1293943758645806,1.9423982287482484,0.041201403068983906,1.0
