1,2,3,4,5,6,7,class
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,1.1829193401469935,-0.539692805004017,1.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,1.2844441466850693,-0.539692805004017,1.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,-0.13690314484799262,-0.539692805004017,0.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,0.37072088784238666,-0.539692805004017,0.0
-0.16887343429710838,0.9612630184779073,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,-0.543002371000296,1.8529059322785615,0.0
-0.16887343429710838,0.9612630184779073,-0.2913294091434313,-0.15326702352471744,1.4007099286053366,-1.7613000494572064,-0.539692805004017,0.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,1.4007099286053366,0.7768201139946901,-0.539692805004017,0.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,0.9798697270708419,1.8529059322785615,1.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,1.4007099286053366,-0.9491015971525995,-0.539692805004017,0.0
-0.16887343429710838,0.9612630184779073,3.432540514671028,-0.15326702352471744,-0.71392368939348,-0.9491015971525995,-0.539692805004017,0.0
-0.16887343429710838,0.9612630184779073,3.432540514671028,-0.15326702352471744,-0.71392368939348,-0.13690314484799262,1.8529059322785615,0.0
-0.16887343429710838,0.9612630184779073,-0.2913294091434313,-0.15326702352471744,1.4007099286053366,-0.23842795138606848,-0.539692805004017,0.0
-0.16887343429710838,0.9612630184779073,3.432540514671028,-0.15326702352471744,-0.71392368939348,0.0661464682281591,1.8529059322785615,0.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,1.589018566299297,-0.539692805004017,1.0
-0.16887343429710838,0.9612630184779073,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,-1.5582504363810548,-0.539692805004017,0.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,-1.253676016766827,-0.539692805004017,0.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,-0.13690314484799262,-0.539692805004017,0.0
-0.16887343429710838,0.9612630184779073,-0.2913294091434313,-0.15326702352471744,1.4007099286053366,-0.8475767906145236,-0.539692805004017,0.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,0.26919608130431083,1.8529059322785615,0.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,-1.5582504363810548,-0.539692805004017,0.0
-0.16887343429710838,0.9612630184779073,-0.2913294091434313,-0.15326702352471744,1.4007099286053366,-0.543002371000296,-0.539692805004017,0.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,0.7768201139946901,-0.539692805004017,0.0
-0.16887343429710838,0.9612630184779073,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,-1.5582504363810548,1.8529059322785615,0.0
-0.16887343429710838,-1.0402980045809211,-0.2913294091434313,-0.15326702352471744,-0.71392368939348,1.2844441466850693,-0.539692805004017,1.0
-0.16887343429710838,0.9612630184779073,-0.2913294091434313,-0.15326702352471744,1.4007099286053366,-0.4414775644622202,1.8529059322785615,0.0
