V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,class
0.4153121556075568,-0.38442303223752927,-0.7506868665866554,-1.1766304374308347,-1.2788807114885383,-1.274952846638859,-1.2614321187982236,-1.114214567476425,-1.1383952726704387,-1.5197299339943988,-1.2406073092225365,-0.9868632365872183,2.042746212833471,-0.7582066728112717,1.6290238486094366,2.779225310011756,-0.12614949624332752,4.598065724600531,2.9225126352644564,2.2566102679099007,1.7998114201279225,0.5217590045413458,0.7991415824599075,0.8940497424529854,0.0
0.2932283945839397,0.24251990469290738,0.12719511118620008,-0.6656501667018269,-0.7807858166938366,-0.731465086278442,1.1664761638941887,-0.531193729359475,-0.6040658209873278,-0.62733920789064,-0.4011845452951267,-0.06626423051069875,-0.08228425430070645,0.2273785041163227,1.6290238486094366,0.372235625735066,0.5224783603709032,4.598065724600531,3.444126237971858,-0.40592530297665164,-0.21177791309076682,-0.04647290106555459,0.1045083979766428,0.10821862478140348,1.0
-0.34957997978531036,-0.7283905937887303,2.0128374963202234,0.024058629214905605,-0.12512267182165068,-0.07491315769383464,1.1664761638941887,0.4216134736742443,-0.09774260263381465,0.12511364085494578,1.7733545974651028,0.24673943155531786,0.19347220765516698,-0.14617984157888525,0.7900924990589926,3.457442902593501,-0.3862375893210469,-0.3252287324709953,-0.37317666023356433,-0.3594908227999529,-0.5183058114859955,-0.7795111488361587,-0.3539340158629252,-0.35945520409836534,1.0
-0.09918369442054455,-0.6461220636032884,-0.8420827985191718,-0.13404737383577384,-0.23713801547862998,0.2822136633177449,1.1664761638941887,2.212962993258886,1.3814287208530867,1.6575481011051023,-1.2406073092225365,-1.0044746958338995,-0.9152393404148387,0.14873464186469992,1.6290238486094366,-0.5745379263253566,-0.5709532146088966,-0.5208563267917182,-0.5260784700724174,1.9149225835907977,-0.2523477819960176,-0.1947349772205466,-0.12626160088178848,-0.1716902467786069,0.0
-0.8092627126191346,-1.0489541769251074,-0.8396776424156847,-1.0276899997743973,-1.1093641580876428,1.6428824464295497,1.1664761638941887,1.4095098938168544,1.3814287208530867,1.6575481011051023,1.7733545974651028,0.04020504584423785,-0.5136867605048687,-0.5019798957979204,-0.7886608675724197,-0.49897811399745745,-0.3703138285203702,-0.2914998368984569,-0.33997512438284194,-0.17375290209315822,-0.21290485389369046,-0.6166137604426911,-0.5901247865066217,-0.6593575664840907,0.0
-0.3508257324488168,-0.5404495550030225,-0.2977158004298854,-0.8260475611010669,-0.9338734530250418,-0.9170462727429747,-0.9699699356778058,-0.705740091388315,-0.28862719295922934,-0.21899589363236496,-0.013313337135564922,0.39083318902816416,0.5374570725691944,1.781863232977027,1.6290238486094366,-0.5708964895866627,-0.4541789687372674,-0.37807066886797225,-0.4098730945948891,-0.4024208139067121,0.19053995355297113,-0.38563035424414144,-0.30824465367283316,-0.3368538666432092,1.0
-0.09918369442054455,-0.7666880130129877,-0.9166426377272773,-1.1170542623682598,-1.2086844294634977,-1.1922990409025547,0.5432281461051399,2.212962993258886,-0.1965014254276585,-0.05458800493287188,-0.05456083501820484,-0.38727310132520687,-0.37296567940367575,1.7190749881148442,-0.8277216044868602,-0.3879142934672925,-0.2174457248338739,-0.11835817295942624,0.03223156699630886,0.051410520650456135,-0.42138890243456295,-0.726696761192964,-0.6938938463959834,-0.7793185114383808,0.0
1.418143049730127,0.23897384735732807,-0.041967534759071834,-1.0849747834884118,-1.201963508844079,-1.221149897621831,-1.439705104590324,-1.0935209266173358,-1.119233113023872,-1.2406188671324692,-1.2391600285950755,-1.01328042545724,-0.9401142789933324,-0.8742697921019731,1.6290238486094366,-0.3141751995087404,-0.07307029357440517,-0.12285535903576471,-0.23512816906477127,3.43762308447952,3.8080199309378404,1.1695306505747443,2.6677590564377414,0.9079582578100045,0.0
-0.53145986865723,1.89569183454002,1.1277400502369064,0.01642065805303719,-0.14453866472219362,-0.102984261528806,-0.6289874787262488,-0.6769489388887124,1.3814287208530867,-1.3033232711946015,-1.0517371873388692,-0.7867330178749314,-0.7212148195025877,-0.536228029359111,-0.7291952680907343,-0.43434261188564016,-0.343774227185909,-0.273511092593103,-0.2892990959791078,3.43762308447952,-0.019071035790825124,-0.4887138578368826,-0.4050441498382825,-0.47854686684284176,1.0
-0.10665821040158234,-0.6177536049186533,-0.8460913920249841,-0.17529241810986404,-0.27821030815285586,0.23464873737515463,1.1664761638941887,2.212962993258886,1.3814287208530867,1.6575481011051023,-1.2102144160458543,-0.9716533399650845,-0.8861001266514603,-0.6954184279490891,1.6290238486094366,-0.5326614038303764,-0.5136276757264604,-0.4590200182420644,-0.4745287170410326,-0.3848983685570145,-0.1892390970322941,-0.23036878093161767,-0.1371031444523188,-0.17777522224730266,0.0
