northing,easting,resistivity,isns,class
1.5420783879323468,-0.16138441368912657,-0.9835222614662301,-0.5644755861140368,0.0
1.1074744528460543,-1.4043557592508056,2.7945294330344748,1.771555802588737,1.0
-0.9843505140146306,0.21852244797701578,0.7194473832618535,-0.5644755861140368,1.0
0.469025737732796,0.05234232995986268,1.532401909954306,1.771555802588737,1.0
-1.0865890124597017,0.5070652054878647,-0.49859592765352473,1.771555802588737,1.0
-1.587575718179499,-0.3904938891601806,-0.703743718121176,1.771555802588737,1.0
-1.6428495353600496,1.447509491882272,-0.42917197148849895,1.771555802588737,1.0
-1.366028865983598,1.8675046849634922,-0.6797924532442421,-0.5644755861140368,1.0
-0.984621464098849,-1.2964435648020791,-0.21604042606186963,-0.5644755861140368,1.0
-1.6622676247290342,-0.8813428773006072,-0.7016609994362252,1.771555802588737,1.0
-0.9042396057807276,0.5182526468130028,0.22306609668191893,-0.5644755861140368,1.0
0.19455330241957017,-1.272670251986161,0.06825067443391131,-0.5644755861140368,0.0
1.4647672972353671,-0.9333178651236439,0.1300379954207841,-0.5644755861140368,0.0
0.822886547722009,-0.4382735864862904,1.3012201359247701,-0.5644755861140368,0.0
-0.906678156538693,0.8168174871776213,-0.25248800304850805,-0.5644755861140368,1.0
0.41284875360485024,1.8870827072824836,-1.561823816320895,1.771555802588737,1.0
1.3549421964321808,1.157568304205781,-1.3795859313877024,-0.5644755861140368,0.0
-0.34752749940668226,-0.6053859912805383,0.2525712780520547,-0.5644755861140368,0.0
0.8324601173643917,-1.1197752205426095,-0.10843329400607954,-0.5644755861140368,0.0
0.08716675237434957,1.8055076142866864,-1.290029027934819,-0.5644755861140368,0.0
1.4489618756559612,1.1734171794163928,-1.117857616645555,-0.5644755861140368,0.0
0.5544653309563271,-1.0086000223740512,-0.039009337841053704,-0.5644755861140368,0.0
0.881140815828962,-1.3787178728806977,1.8753562534095334,1.771555802588737,1.0
-0.7162002473331672,-0.1609182703005792,1.4334727724191438,-0.5644755861140368,1.0
1.095642965835185,-0.5438550639922797,0.5451932532876388,-0.5644755861140368,0.0
0.9045328397664827,-0.1874884434477817,0.6618254996448821,-0.5644755861140368,0.0
-1.0767444927331002,-0.7277486307742344,0.1550306196401936,-0.5644755861140368,1.0
1.7053709720212946,-0.8729522963067537,0.17689916583217657,1.771555802588737,1.0
0.27412231048503627,0.4469327083652485,0.3702448837517735,-0.5644755861140368,0.0
-0.7427533555865691,-0.40820733792498215,1.1096100169092984,1.771555802588737,1.0
-0.9768542283512552,-1.3430579036568207,-0.15390598529417152,1.771555802588737,1.0
-0.8984593373174019,-0.7179596196147388,1.6636131871062048,-0.5644755861140368,1.0
-1.6212638453173183,-1.6607346229518831,-0.4933891309411476,-0.5644755861140368,1.0
-1.4331341701750184,-1.4120471251618378,-1.6374959285407733,-0.5644755861140368,1.0
1.4514004264139266,-0.4408373751233012,1.3862644822269263,-0.5644755861140368,0.0
1.1927334126801068,-1.112783069714398,1.8757033731903587,-0.5644755861140368,0.0
-0.6402439070572794,0.9904558994115329,-0.5735738003117525,-0.5644755861140368,1.0
0.2569621384845383,0.05537226198542079,2.373473138893594,1.771555802588737,1.0
-0.8993625042647966,-0.49677458174899086,1.131478563101282,-0.5644755861140368,1.0
-0.5471273947808939,0.5208164354500134,-0.303514610829802,1.771555802588737,1.0
1.3549421964321808,0.6224356941533499,-1.4590763611966568,-0.5644755861140368,0.0
1.1629289034160843,0.06329669959072699,-1.2494160135782788,1.771555802588737,1.0
-0.5326767236225799,-0.43477751107218465,1.2238124248007662,-0.5644755861140368,1.0
-1.2552102815382777,-1.333268892497325,-1.4382491743471493,-0.5644755861140368,1.0
1.1785536916060115,0.28378252237365353,-1.3420969950585884,-0.5644755861140368,0.0
-1.4453269239648459,1.4535693559333889,-0.5464984574073924,1.771555802588737,1.0
0.5515751967246642,-0.6088820666946438,1.8357845983954686,-0.5644755861140368,0.0
-0.807058842241066,-1.3542453449819587,0.42370132999884336,1.771555802588737,1.0
0.9127516589877739,-0.455987035251092,1.3345436348839823,1.771555802588737,1.0
0.26626475804270333,1.7884933806047054,-1.3334190005379603,-0.5644755861140368,0.0
0.9870822987583513,1.8959394316648845,-0.5346963848593381,1.771555802588737,1.0
0.34222109831859093,1.8859173488111152,-1.4927469799366944,1.771555802588737,1.0
1.445620157950601,1.5941115875804341,-1.0428797439873272,-0.5644755861140368,0.0
0.17314824576631738,0.9107453799699251,1.7542114499015635,-0.5644755861140368,0.0
-0.5516432295178669,1.8761283376516193,-0.9050731909997509,-0.5644755861140368,1.0
-0.45084979818862714,0.6939887042953777,0.09532601733827117,-0.5644755861140368,1.0
0.4443692800689225,1.3295752145797763,-1.3736848951136753,-0.5644755861140368,0.0
-0.17664831295961966,0.518951861895824,0.36434384747774623,-0.5644755861140368,0.0
-1.566712561694683,0.05397383181977871,-0.7127688324226293,1.771555802588737,1.0
-1.475221749923608,1.4540354993219362,-0.574962279435053,1.771555802588737,1.0
1.1174092892673952,-0.4625130426907558,0.5226304675340052,1.771555802588737,1.0
0.4507817653954246,0.8189151324260849,-0.9238176591643078,-0.5644755861140368,0.0
-0.8984593373174019,-0.7284478458570555,1.6191818551605883,-0.5644755861140368,1.0
