dataset,predicted_ranking,predicted_ranking_weights,predicted_ranking_mae,true_ranking,true_ranking_weights,true_ranking_mae
1043_ada_agnostic,"['DyS', 'SORD', 'HDy', 'X', 'SMM', 'MAX', 'MS', 'ACC', 'PCC', 'CC', 'PACC']","[0.15598555 0.12977302 0.12515373 0.1128578  0.10859952 0.09380214
 0.07569019 0.06439608 0.04990226 0.04783843 0.03600129]","[np.float64(0.05834482585500002), np.float64(0.07012974999999996), np.float64(0.07271816666666665), np.float64(0.0806408554416666), np.float64(0.083802849525), np.float64(0.09702283705833337), np.float64(0.12023948234999994), np.float64(0.1413276858583334), np.float64(0.18237549967500008), np.float64(0.19024349999999987), np.float64(0.2527950880883334)]","['SORD', 'DyS', 'SMM', 'MS', 'ACC', 'MAX', 'X', 'PACC', 'HDy', 'CC', 'PCC']","[0.12885952 0.12514811 0.11836845 0.11429562 0.10576957 0.10074453
 0.10074453 0.08141976 0.0645731  0.03127759 0.02879922]","[np.float64(0.04505), np.float64(0.046386010000000005), np.float64(0.04904281), np.float64(0.05079041), np.float64(0.05488461), np.float64(0.0576222), np.float64(0.0576222), np.float64(0.071298685), np.float64(0.08990000000000001), np.float64(0.1856), np.float64(0.20157217)]"
1460_banana,"['HDy', 'DyS', 'SORD', 'MAX', 'MS', 'PCC', 'SMM', 'X', 'CC', 'ACC', 'PACC']","[0.18844969 0.18359936 0.1323371  0.12067927 0.08671159 0.05933202
 0.05809443 0.05110263 0.04581279 0.04080886 0.03307228]","[np.float64(0.08087791666666665), np.float64(0.08301455088333316), np.float64(0.11517116666666669), np.float64(0.1262968997500001), np.float64(0.1757714013541668), np.float64(0.25688353412500026), np.float64(0.2623559466999998), np.float64(0.2982511705833329), np.float64(0.3326891583333331), np.float64(0.3734830618133329), np.float64(0.4608517502666667)]","['HDy', 'DyS', 'SORD', 'MAX', 'MS', 'PCC', 'SMM', 'X', 'CC', 'ACC', 'PACC']","[0.24237673 0.17315098 0.12683276 0.11291209 0.07631214 0.06126266
 0.05060399 0.04476818 0.04398177 0.03539293 0.03240577]","[np.float64(0.06685), np.float64(0.093576625), np.float64(0.12775), np.float64(0.1435), np.float64(0.21232382000000002), np.float64(0.26448221499999996), np.float64(0.32018984000000006), np.float64(0.36192860000000004), np.float64(0.36840000000000006), np.float64(0.4578), np.float64(0.5)]"
1462_banknote-authentication,"['CC', 'PCC', 'HDy', 'ACC', 'SORD', 'SMM', 'MS', 'DyS', 'MAX', 'X', 'PACC']","[0.13341445 0.11927276 0.10836182 0.10074421 0.09268332 0.08574654
 0.08572366 0.07816515 0.07363041 0.06275817 0.05949951]","[np.float64(0.04415874999999997), np.float64(0.049394476239999985), np.float64(0.05436800000000003), np.float64(0.05847894983749991), np.float64(0.06356499999999995), np.float64(0.06870732619999992), np.float64(0.06872566349999998), np.float64(0.07537137987999996), np.float64(0.08001335126428583), np.float64(0.09387488195000002), np.float64(0.09901620630000015)]","['DyS', 'X', 'MAX', 'SORD', 'MS', 'ACC', 'SMM', 'HDy', 'CC', 'PCC', 'PACC']","[0.15244906 0.13193949 0.1150419  0.1059702  0.101746   0.08502354
 0.08434718 0.08363567 0.0632229  0.04331716 0.03330691]","[np.float64(0.006117045), np.float64(0.00706792), np.float64(0.00810607), np.float64(0.0088), np.float64(0.00916535), np.float64(0.010967995), np.float64(0.011055945000000001), np.float64(0.01115), np.float64(0.014750000000000001), np.float64(0.021528135), np.float64(0.027998325)]"
1466_cardiotocography,"['MS', 'ACC', 'X', 'SMM', 'MAX', 'SORD', 'DyS', 'HDy', 'CC', 'PCC', 'PACC']","[0.12485924 0.11858707 0.11492688 0.11112277 0.10649134 0.0993801
 0.08906193 0.08285811 0.05552466 0.05202168 0.04516622]","[np.float64(0.04149262342440478), np.float64(0.043687204375000004), np.float64(0.04507855370166666), np.float64(0.04662174584226193), np.float64(0.0486493794), np.float64(0.05213053333333332), np.float64(0.05817005865416666), np.float64(0.06252541666666667), np.float64(0.09330516666666665), np.float64(0.09958804689999998), np.float64(0.1147038015066667)]","['ACC', 'CC', 'MS', 'SORD', 'HDy', 'MAX', 'X', 'SMM', 'DyS', 'PACC', 'PCC']","[2.49591385e-01 2.49591385e-01 2.49591385e-01 2.49591385e-01
 5.54647522e-04 2.77323761e-04 2.77323761e-04 2.45427704e-04
 1.70960029e-04 5.43888797e-05 5.43888797e-05]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.00045), np.float64(0.0009), np.float64(0.0009), np.float64(0.0010169649999999999), np.float64(0.00145994), np.float64(0.004589015), np.float64(0.004589015)]"
1475_first-order-theorem-proving,"['DyS', 'SMM', 'SORD', 'HDy', 'X', 'MS', 'MAX', 'ACC', 'CC', 'PCC', 'PACC']","[0.13102494 0.13037282 0.1199179  0.11838236 0.10528287 0.10015282
 0.0902247  0.07696607 0.04934341 0.04770959 0.0306225 ]","[np.float64(0.06154605883333333), np.float64(0.061853910533333334), np.float64(0.06724658333333337), np.float64(0.06811883928571427), np.float64(0.07659431214166663), np.float64(0.08051763898999997), np.float64(0.08937761665166669), np.float64(0.10477433660928571), np.float64(0.16342746666666672), np.float64(0.1690240695375), np.float64(0.2633380199000001)]","['SORD', 'DyS', 'SMM', 'MS', 'HDy', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC']","[0.1198154  0.1175178  0.11651886 0.11465116 0.1114996  0.10272995
 0.10218103 0.08968239 0.04675358 0.04248177 0.03616848]","[np.float64(0.06570000000000001), np.float64(0.066984505), np.float64(0.067558775), np.float64(0.068659325), np.float64(0.07060000000000001), np.float64(0.076626845), np.float64(0.077038485), np.float64(0.08777499999999999), np.float64(0.16836939999999997), np.float64(0.18530000000000002), np.float64(0.21764455000000002)]"
1479_hill-valley,"['SORD', 'HDy', 'SMM', 'PCC', 'PACC', 'MS', 'X', 'CC', 'DyS', 'ACC', 'MAX']","[0.11596048 0.10848487 0.09476311 0.09413874 0.09147345 0.0910804
 0.08681363 0.08525299 0.08048716 0.07928988 0.0722553 ]","[np.float64(0.17620126666666677), np.float64(0.1883431666666668), np.float64(0.21561538410833334), np.float64(0.2170454393791667), np.float64(0.22336956305333328), np.float64(0.22433347729166658), np.float64(0.23535915625416665), np.float64(0.23966765000000007), np.float64(0.2538589302233335), np.float64(0.257692208625), np.float64(0.2827804028900002)]","['HDy', 'MAX', 'X', 'DyS', 'SORD', 'SMM', 'ACC', 'MS', 'PCC', 'CC', 'PACC']","[0.14828687 0.13798486 0.13798486 0.12719336 0.10571419 0.09603771
 0.09336581 0.0874887  0.03192828 0.02090679 0.01310856]","[np.float64(0.044199999999999996), np.float64(0.04749999), np.float64(0.04749999), np.float64(0.051530045), np.float64(0.062), np.float64(0.06824693500000001), np.float64(0.0702), np.float64(0.07491573), np.float64(0.20528133), np.float64(0.3135), np.float64(0.5)]"
1485_madelon,"['DyS', 'SORD', 'HDy', 'MS', 'SMM', 'MAX', 'ACC', 'X', 'PCC', 'CC', 'PACC']","[0.1440403  0.13810214 0.11287809 0.10153839 0.09641224 0.09364776
 0.083644   0.0781878  0.05880223 0.05412329 0.03862377]","[np.float64(0.06792548628749999), np.float64(0.07084616666666667), np.float64(0.08667765), np.float64(0.09635771697499998), np.float64(0.10148096552499998), np.float64(0.10447668140000005), np.float64(0.11697202110333331), np.float64(0.12513470662083337), np.float64(0.16638837669999995), np.float64(0.18077258333333338), np.float64(0.25331570670000003)]","['MS', 'SMM', 'SORD', 'CC', 'DyS', 'PACC', 'MAX', 'PCC', 'HDy', 'ACC', 'X']","[0.0948043  0.09470882 0.09466502 0.09413785 0.0936751  0.09281929
 0.09078545 0.09056058 0.08627873 0.08378243 0.08378243]","[np.float64(0.249632735), np.float64(0.24988438999999998), np.float64(0.25), np.float64(0.2514), np.float64(0.2526419), np.float64(0.25497131), np.float64(0.260683355), np.float64(0.261330655), np.float64(0.2743), np.float64(0.282472765), np.float64(0.282472765)]"
1489_phoneme,"['DyS', 'SORD', 'SMM', 'MAX', 'X', 'HDy', 'MS', 'ACC', 'PACC', 'CC', 'PCC']","[0.13848957 0.12746636 0.12185978 0.1119592  0.11177307 0.10195637
 0.09762638 0.07921561 0.04472563 0.03255061 0.03237743]","[np.float64(0.05094883421666671), np.float64(0.05535485714285719), np.float64(0.05790164558083332), np.float64(0.06302190299166674), np.float64(0.06312685138809519), np.float64(0.06920491666666662), np.float64(0.07227434064166671), np.float64(0.08907186266249989), np.float64(0.15775923727499974), np.float64(0.21676649999999997), np.float64(0.21792594743999985)]","['DyS', 'SORD', 'SMM', 'MAX', 'X', 'HDy', 'MS', 'ACC', 'PACC', 'PCC', 'CC']","[0.13420202 0.1283535  0.12077287 0.10972102 0.10972102 0.1073574
 0.10444276 0.07495499 0.05209335 0.02990477 0.0284763 ]","[np.float64(0.051837965), np.float64(0.0542), np.float64(0.057602005), np.float64(0.063404075), np.float64(0.063404075), np.float64(0.06480000000000001), np.float64(0.066608345), np.float64(0.0928125), np.float64(0.1335441), np.float64(0.23263043), np.float64(0.2443)]"
1494_qsar-biodeg,"['HDy', 'DyS', 'SORD', 'SMM', 'MS', 'ACC', 'X', 'MAX', 'CC', 'PACC', 'PCC']","[0.14296203 0.14080803 0.11749018 0.11024738 0.09955703 0.0840343
 0.07637229 0.07078927 0.06297475 0.05232834 0.0424364 ]","[np.float64(0.0337185), np.float64(0.03423430564999997), np.float64(0.04102866666666667), np.float64(0.04372408104999999), np.float64(0.04841913429999993), np.float64(0.05736306459999995), np.float64(0.06311798829999998), np.float64(0.06809598810000005), np.float64(0.0765459999999999), np.float64(0.09211958874999994), np.float64(0.11359270279999983)]","['HDy', 'DyS', 'MS', 'SMM', 'SORD', 'MAX', 'ACC', 'CC', 'PACC', 'X', 'PCC']","[0.16606883 0.13608279 0.10509712 0.10392512 0.0957266  0.07896192
 0.07687274 0.07357331 0.0709478  0.05543842 0.03730534]","[np.float64(0.0313), np.float64(0.038197), np.float64(0.04945858), np.float64(0.050016345), np.float64(0.054299999999999994), np.float64(0.06582862), np.float64(0.067617655), np.float64(0.07065), np.float64(0.07326449), np.float64(0.093760865), np.float64(0.13933539)]"
1496_ringnorm,"['HDy', 'SORD', 'SMM', 'MAX', 'X', 'PCC', 'DyS', 'ACC', 'MS', 'PACC', 'CC']","[0.12570079 0.11074989 0.10410329 0.09797297 0.09100739 0.08360124
 0.08239551 0.07917077 0.07680651 0.0763939  0.07209774]","[np.float64(0.22029750000000026), np.float64(0.250037), np.float64(0.26600091752666666), np.float64(0.2826449975833336), np.float64(0.3042782456833337), np.float64(0.3312339772849998), np.float64(0.3360810655500003), np.float64(0.34977010399999997), np.float64(0.3605367746666668), np.float64(0.3624840300849997), np.float64(0.38408375)]","['DyS', 'SORD', 'MS', 'SMM', 'MAX', 'HDy', 'ACC', 'X', 'PACC', 'CC', 'PCC']","[0.12551045 0.1194639  0.11803864 0.11417713 0.11331523 0.09945369
 0.09510683 0.088666   0.04942499 0.04405479 0.03278835]","[np.float64(0.047543625), np.float64(0.04995), np.float64(0.05055312), np.float64(0.052262845), np.float64(0.052660365), np.float64(0.06), np.float64(0.062742305), np.float64(0.0673), np.float64(0.12073287499999999), np.float64(0.13545), np.float64(0.181992145)]"
1497_wall-robot-navigation,"['HDy', 'MS', 'X', 'MAX', 'SMM', 'SORD', 'DyS', 'ACC', 'PCC', 'CC', 'PACC']","[0.1394658  0.11887308 0.11581659 0.11343032 0.10599935 0.10568218
 0.09896036 0.08720148 0.04683736 0.03784936 0.02988413]","[np.float64(0.028327750000000002), np.float64(0.03323504636666667), np.float64(0.03411214563333333), np.float64(0.03482977119999999), np.float64(0.03727147686666668), np.float64(0.03738333333333334), np.float64(0.039922574725000014), np.float64(0.04530602156666666), np.float64(0.08435043960000002), np.float64(0.10438095833333333), np.float64(0.1322023590566667)]","['DyS', 'MS', 'SMM', 'SORD', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC']","[0.12188007 0.11919391 0.1158498  0.11469499 0.10659207 0.10485273
 0.0983933  0.09644928 0.0481611  0.04022151 0.03371123]","[np.float64(0.0519929), np.float64(0.053164615), np.float64(0.05469926), np.float64(0.05525), np.float64(0.05945), np.float64(0.060436180000000006), np.float64(0.06440375999999999), np.float64(0.065701875), np.float64(0.1315771), np.float64(0.15755), np.float64(0.18797588)]"
1504_steel-plates-fault,"['HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'X', 'MS', 'PCC', 'ACC', 'CC', 'PACC']","[0.15880431 0.1254772  0.12004503 0.11581362 0.11289415 0.09083572
 0.0905656  0.05330952 0.05300582 0.05195804 0.02729098]","[np.float64(0.048540500000000014), np.float64(0.061433000000000015), np.float64(0.064212910625), np.float64(0.06655901648499996), np.float64(0.06828024793333336), np.float64(0.08486134247499995), np.float64(0.08511444682500001), np.float64(0.1445978227783333), np.float64(0.14542629893749998), np.float64(0.14835895000000002), np.float64(0.28245377887500017)]","['ACC', 'CC', 'MAX', 'MS', 'SORD', 'X', 'DyS', 'SMM', 'HDy', 'PACC', 'PCC']","[1.66579484e-01 1.66579484e-01 1.66579484e-01 1.66579484e-01
 1.66579484e-01 1.66579484e-01 1.55802617e-04 1.46868291e-04
 1.04112178e-04 5.81551056e-05 5.81551056e-05]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.00106917), np.float64(0.0011342099999999999), np.float64(0.0016), np.float64(0.0028643999999999996), np.float64(0.0028643999999999996)]"
1507_twonorm,"['SORD', 'X', 'HDy', 'ACC', 'MS', 'SMM', 'DyS', 'PCC', 'CC', 'MAX', 'PACC']","[0.12602222 0.10033134 0.09581901 0.09249613 0.0923438  0.09102779
 0.08993424 0.08110913 0.08087057 0.07510681 0.07493896]","[np.float64(0.05419808333333331), np.float64(0.06807606844166664), np.float64(0.07128191666666661), np.float64(0.07384268515000006), np.float64(0.07396449715416671), np.float64(0.07503381705833329), np.float64(0.07594618988333335), np.float64(0.08420954269333338), np.float64(0.0844579583333334), np.float64(0.0909393241733333), np.float64(0.09114302184999985)]","['HDy', 'DyS', 'SORD', 'MS', 'SMM', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12486595 0.1206118  0.1092577  0.10768556 0.10632275 0.08379814
 0.08379814 0.08266598 0.07658404 0.05902024 0.04538971]","[np.float64(0.00735), np.float64(0.007609245), np.float64(0.0084), np.float64(0.008522634999999999), np.float64(0.008631875), np.float64(0.010952090000000001), np.float64(0.010952090000000001), np.float64(0.011102085), np.float64(0.011983760000000001), np.float64(0.01555), np.float64(0.020219665)]"
1526_wall-robot-navigation,"['DyS', 'SMM', 'HDy', 'SORD', 'X', 'MAX', 'MS', 'ACC', 'CC', 'PCC', 'PACC']","[0.1640041  0.13694145 0.11913003 0.11377728 0.11019137 0.10201571
 0.08021542 0.05360598 0.04088308 0.04058001 0.03865556]","[np.float64(0.02652320252083335), np.float64(0.03176477335000002), np.float64(0.036514000000000026), np.float64(0.03823183333333333), np.float64(0.0394759969433333), np.float64(0.04263964854999998), np.float64(0.05422790519166667), np.float64(0.0811460621833333), np.float64(0.106398875), np.float64(0.10719351377999993), np.float64(0.11253009804)]","['DyS', 'HDy', 'MAX', 'SORD', 'X', 'SMM', 'MS', 'ACC', 'PCC', 'CC', 'PACC']","[0.15067198 0.14997162 0.1197901  0.11952626 0.10909704 0.10634705
 0.09518733 0.05917978 0.03905322 0.03263051 0.01854511]","[np.float64(0.058029010000000006), np.float64(0.0583), np.float64(0.072988885), np.float64(0.07315), np.float64(0.08014283000000001), np.float64(0.08221522), np.float64(0.09185409), np.float64(0.14774210999999998), np.float64(0.223882835), np.float64(0.26795), np.float64(0.471463745)]"
1535_volcanoes-b5,"['DyS', 'X', 'MAX', 'SORD', 'SMM', 'HDy', 'MS', 'ACC', 'PCC', 'CC', 'PACC']","[0.15681782 0.15362925 0.14941139 0.13669364 0.11088735 0.08665389
 0.07601251 0.04733614 0.0293122  0.02795564 0.02529017]","[np.float64(0.056247255556666695), np.float64(0.05741466550249999), np.float64(0.05903547159000003), np.float64(0.0645280333333334), np.float64(0.07954533987500005), np.float64(0.10179083333333332), np.float64(0.1160410521666668), np.float64(0.18633904391666659), np.float64(0.3009181092608332), np.float64(0.3155203333333334), np.float64(0.3487746614500002)]","['X', 'MAX', 'PACC', 'DyS', 'SORD', 'SMM', 'MS', 'ACC', 'HDy', 'PCC', 'CC']","[0.18602225 0.17620246 0.12541973 0.09618921 0.09198699 0.08979135
 0.08018588 0.07505668 0.0374417  0.02158982 0.02011393]","[np.float64(0.037779385), np.float64(0.039884835), np.float64(0.056034295), np.float64(0.07306231), np.float64(0.07640000000000001), np.float64(0.07826819), np.float64(0.087643935), np.float64(0.09363331999999999), np.float64(0.1877), np.float64(0.32551484), np.float64(0.3494)]"
1538_volcanoes-d1,"['X', 'DyS', 'MAX', 'SORD', 'SMM', 'HDy', 'MS', 'ACC', 'PACC', 'PCC', 'CC']","[0.16075552 0.15089708 0.15036917 0.14634752 0.11371805 0.0876198
 0.06920863 0.0425237  0.02792623 0.02772881 0.0229055 ]","[np.float64(0.06266440193333332), np.float64(0.06675840530000006), np.float64(0.06699277764999995), np.float64(0.0688337500000001), np.float64(0.08858443122500004), np.float64(0.11497000000000007), np.float64(0.14555479470000018), np.float64(0.23689493514999982), np.float64(0.36072356630000013), np.float64(0.3632917061499997), np.float64(0.43979175)]","['SORD', 'MAX', 'DyS', 'X', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC']","[0.15627886 0.14844853 0.14250456 0.13590028 0.13276308 0.12403653
 0.05319375 0.04980438 0.02151236 0.01791961 0.01763806]","[np.float64(0.05235), np.float64(0.055111345), np.float64(0.05741008), np.float64(0.06020001), np.float64(0.061622539999999996), np.float64(0.065957975), np.float64(0.15380000000000002), np.float64(0.16426665), np.float64(0.38030221), np.float64(0.45655), np.float64(0.46383781999999996)]"
1539_volcanoes-d2,"['MAX', 'X', 'SORD', 'DyS', 'SMM', 'MS', 'HDy', 'ACC', 'PACC', 'PCC', 'CC']","[0.16416856 0.16041919 0.14839106 0.13403084 0.12507964 0.07567191
 0.07124631 0.04666426 0.02620261 0.02577572 0.0223499 ]","[np.float64(0.055456189824999995), np.float64(0.056752330899999974), np.float64(0.06135250000000001), np.float64(0.06792588020000007), np.float64(0.0727869302166667), np.float64(0.12031099830000005), np.float64(0.1277843333333334), np.float64(0.1950992597666666), np.float64(0.3474525332666666), np.float64(0.3532069281000002), np.float64(0.40734687499999994)]","['DyS', 'HDy', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'ACC', 'PCC', 'CC', 'PACC']","[0.15744914 0.1346169  0.13299284 0.12113877 0.11953332 0.11394731
 0.09436087 0.05544819 0.02701053 0.02222008 0.02128204]","[np.float64(0.06301251), np.float64(0.0737), np.float64(0.0746), np.float64(0.0819), np.float64(0.083), np.float64(0.087068885), np.float64(0.105141735), np.float64(0.178928565), np.float64(0.367311015), np.float64(0.4465), np.float64(0.46618025500000004)]"
1540_volcanoes-d3,"['DyS', 'X', 'MAX', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'PACC', 'CC']","[0.15447794 0.15362392 0.14501555 0.13990657 0.12266635 0.07808304
 0.07718379 0.05376712 0.02716187 0.02549345 0.02262041]","[np.float64(0.06441375969000007), np.float64(0.06477184300666666), np.float64(0.0686168111266667), np.float64(0.07112250000000003), np.float64(0.08111845546250006), np.float64(0.12743490305833344), np.float64(0.12891962500000015), np.float64(0.1850667059999999), np.float64(0.36634097814999966), np.float64(0.390316203275), np.float64(0.4398905000000002)]","['SORD', 'SMM', 'DyS', 'MAX', 'X', 'HDy', 'MS', 'ACC', 'PACC', 'PCC', 'CC']","[0.18110966 0.15263839 0.1510337  0.149722   0.149722   0.06965179
 0.04732422 0.03309288 0.02539672 0.02218987 0.01811878]","[np.float64(0.0464), np.float64(0.05505488), np.float64(0.055639825), np.float64(0.056127279999999995), np.float64(0.056127279999999995), np.float64(0.12065), np.float64(0.17757268), np.float64(0.25393647), np.float64(0.33088872), np.float64(0.378708235), np.float64(0.46380000000000005)]"
1541_volcanoes-d4,"['SORD', 'DyS', 'MAX', 'X', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'PACC', 'CC']","[0.15745808 0.15484177 0.14627868 0.14158677 0.11985302 0.08888793
 0.07442075 0.04899643 0.02517141 0.02213527 0.02036988]","[np.float64(0.056133499999999975), np.float64(0.05708196800000005), np.float64(0.060423522758333376), np.float64(0.062425840062500015), np.float64(0.07374593507500006), np.float64(0.09943614916000004), np.float64(0.11876625000000013), np.float64(0.18039421263333316), np.float64(0.3511394151999999), np.float64(0.39930277416666654), np.float64(0.4339089166666668)]","['X', 'MAX', 'SORD', 'DyS', 'SMM', 'HDy', 'MS', 'ACC', 'PACC', 'PCC', 'CC']","[0.19967266 0.1668866  0.1429985  0.13829036 0.110776   0.07490861
 0.05133921 0.03513534 0.02856774 0.02823033 0.02319465]","[np.float64(0.05507306), np.float64(0.065892555), np.float64(0.07690000000000001), np.float64(0.079518085), np.float64(0.09926865), np.float64(0.14679999999999999), np.float64(0.214194635), np.float64(0.3129779), np.float64(0.38493012), np.float64(0.3895308), np.float64(0.47409999999999997)]"
1566_hill-valley,"['HDy', 'X', 'SORD', 'MAX', 'ACC', 'MS', 'DyS', 'SMM', 'PCC', 'CC', 'PACC']","[0.13140424 0.12432911 0.10920489 0.10778799 0.09237101 0.09183431
 0.08748196 0.08043142 0.07312217 0.05987332 0.04215958]","[np.float64(0.11852870833333341), np.float64(0.12527376352833347), np.float64(0.14262341666666672), np.float64(0.14449824939000008), np.float64(0.16861540933333327), np.float64(0.16960082622500006), np.float64(0.1780387085166667), np.float64(0.19364541454166662), np.float64(0.2130020784583333), np.float64(0.26013550000000013), np.float64(0.3694338122)]","['SORD', 'SMM', 'MS', 'HDy', 'PACC', 'DyS', 'PCC', 'CC', 'ACC', 'MAX', 'X']","[0.19228776 0.14481405 0.14180565 0.097596   0.07111947 0.07099125
 0.06576911 0.05641742 0.05306643 0.05306643 0.05306643]","[np.float64(0.07225000000000001), np.float64(0.09593538), np.float64(0.09797064000000001), np.float64(0.14235), np.float64(0.195344405), np.float64(0.195697225), np.float64(0.21123579499999998), np.float64(0.24625), np.float64(0.2618), np.float64(0.2618), np.float64(0.2618)]"
182_satimage,"['DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'HDy', 'ACC', 'CC', 'PCC', 'PACC']","[0.15859932 0.12641217 0.11532409 0.10992359 0.10967789 0.09490005
 0.08978622 0.07544331 0.04580298 0.04345549 0.03067488]","[np.float64(0.01324224964999999), np.float64(0.016613999999999976), np.float64(0.018211389549999984), np.float64(0.019106105978333333), np.float64(0.01914890744999998), np.float64(0.022130776866666663), np.float64(0.023391249999999992), np.float64(0.027838277480000027), np.float64(0.04585316666666665), np.float64(0.048330186616666646), np.float64(0.06846683371000004)]","['DyS', 'HDy', 'SORD', 'SMM', 'MS', 'ACC', 'PACC', 'MAX', 'CC', 'X', 'PCC']","[0.1193532  0.11266689 0.10365354 0.1006326  0.09916214 0.09531364
 0.08830099 0.08450524 0.07735338 0.07042264 0.04863575]","[np.float64(0.008684605), np.float64(0.0092), np.float64(0.01), np.float64(0.010300195000000002), np.float64(0.010452935000000002), np.float64(0.010874995), np.float64(0.011738660000000001), np.float64(0.012265930000000001), np.float64(0.0134), np.float64(0.01471878), np.float64(0.02131221)]"
23_cmc,"['DyS', 'SMM', 'X', 'SORD', 'MAX', 'MS', 'HDy', 'ACC', 'CC', 'PACC', 'PCC']","[0.13599651 0.13405928 0.11992287 0.10378941 0.10327666 0.10307348
 0.09589248 0.0773895  0.044788   0.041138   0.04067382]","[np.float64(0.033859111516666665), np.float64(0.03434839569999996), np.float64(0.03839735648333334), np.float64(0.04436599999999999), np.float64(0.04458626834999997), np.float64(0.04467416013333336), np.float64(0.04801962500000003), np.float64(0.05950059465666671), np.float64(0.10281149999999997), np.float64(0.11193351116666671), np.float64(0.1132109346999999)]","['MS', 'SMM', 'SORD', 'DyS', 'MAX', 'X', 'ACC', 'HDy', 'CC', 'PCC', 'PACC']","[0.13285017 0.13022305 0.12710289 0.11822222 0.10709506 0.10352091
 0.09914132 0.06741225 0.04340099 0.04271704 0.0283141 ]","[np.float64(0.07433859), np.float64(0.0758383), np.float64(0.0777), np.float64(0.08353669999999999), np.float64(0.09221615), np.float64(0.09539999999999998), np.float64(0.099614315), np.float64(0.1465), np.float64(0.22755), np.float64(0.23119330500000002), np.float64(0.34879777500000003)]"
28_optdigits,"['SMM', 'HDy', 'MS', 'SORD', 'DyS', 'MAX', 'X', 'ACC', 'CC', 'PCC', 'PACC']","[0.12596913 0.12354314 0.11391842 0.10485763 0.09836022 0.0963242
 0.09359631 0.07523987 0.06787893 0.05969855 0.04061361]","[np.float64(0.03728508895833334), np.float64(0.03801725), np.float64(0.04122924269761905), np.float64(0.044791880952380965), np.float64(0.04775070830000001), np.float64(0.04876002659666666), np.float64(0.05018115014999999), np.float64(0.06242395891416669), np.float64(0.06919334999999999), np.float64(0.07867478445833338), np.float64(0.11564522691250004)]","['SMM', 'MS', 'SORD', 'ACC', 'MAX', 'X', 'DyS', 'PACC', 'HDy', 'CC', 'PCC']","[0.12734861 0.12601917 0.1227289  0.11212268 0.10932192 0.10932192
 0.09925738 0.07552653 0.05137973 0.03724083 0.02973234]","[np.float64(0.01190199), np.float64(0.01202755), np.float64(0.012350000000000002), np.float64(0.013518245), np.float64(0.013864575), np.float64(0.013864575), np.float64(0.01527042), np.float64(0.02006847), np.float64(0.029500000000000002), np.float64(0.0407), np.float64(0.05097823)]"
294_satellite_image,"['DyS', 'SORD', 'MAX', 'ACC', 'HDy', 'MS', 'SMM', 'X', 'CC', 'PCC', 'PACC']","[0.13256725 0.1221633  0.11120319 0.10909663 0.10906316 0.10748825
 0.10173375 0.0930817  0.04662905 0.03659846 0.03037527]","[np.float64(0.013900967466666669), np.float64(0.01508483333333334), np.float64(0.016571584491666683), np.float64(0.016891566299999997), np.float64(0.01689675000000002), np.float64(0.017144320579166664), np.float64(0.018114077399999977), np.float64(0.019797800783333333), np.float64(0.0395207083333333), np.float64(0.05035220239999996), np.float64(0.06066819609999995)]","['DyS', 'SORD', 'MS', 'SMM', 'ACC', 'X', 'PACC', 'MAX', 'HDy', 'CC', 'PCC']","[0.11335424 0.11011701 0.10783538 0.10593502 0.10022276 0.09390435
 0.08942387 0.08587025 0.08355182 0.06082951 0.04895578]","[np.float64(0.009471555), np.float64(0.00975), np.float64(0.009956294999999999), np.float64(0.0101349), np.float64(0.010712545), np.float64(0.011433345), np.float64(0.0120062), np.float64(0.01250306), np.float64(0.012849999999999999), np.float64(0.01765), np.float64(0.021930830000000002)]"
