V1,V2,V3
85.0,670.0,0.593028
862.0,710.0,0.448308
246.0,81.0,0.542172
752.0,23.0,0.486208
183.0,36.0,0.479569
819.0,30.0,0.392623
956.0,26.0,0.36543
358.0,38.0,0.398436
404.0,30.0,0.355458
134.0,45.0,0.352919
938.0,58.0,0.379547
835.0,61.0,0.375717
998.0,63.0,0.350374
735.0,73.0,0.374773
802.0,95.0,0.450348
951.0,80.0,0.418886
830.0,81.0,0.381493
131.0,89.0,0.388446
171.0,94.0,0.4319
908.0,89.0,0.352312
511.0,100.0,0.503582
906.0,99.0,0.354058
128.0,104.0,0.390722
396.0,111.0,0.384344
351.0,118.0,0.473087
980.0,134.0,0.563522
512.0,142.0,0.374497
522.0,135.0,0.379313
715.0,146.0,0.432514
637.0,142.0,0.377328
665.0,147.0,0.36741
232.0,161.0,0.413089
893.0,157.0,0.427301
790.0,167.0,0.452351
750.0,165.0,0.384499
396.0,186.0,0.401352
532.0,192.0,0.568868
172.0,174.0,0.396238
888.0,177.0,0.409047
226.0,216.0,0.510258
948.0,180.0,0.362302
740.0,185.0,0.462653
284.0,196.0,0.401355
804.0,204.0,0.435041
174.0,210.0,0.40142
897.0,208.0,0.393122
950.0,219.0,0.423102
291.0,214.0,0.377171
662.0,214.0,0.36294
278.0,216.0,0.365119
736.0,232.0,0.506351
702.0,223.0,0.45001
752.0,322.0,0.527058
867.0,244.0,0.466927
522.0,228.0,0.357102
176.0,241.0,0.462146
524.0,238.0,0.393186
441.0,244.0,0.436505
701.0,242.0,0.358026
398.0,251.0,0.411581
323.0,249.0,0.445251
891.0,254.0,0.386682
941.0,264.0,0.479314
556.0,264.0,0.3661
242.0,284.0,0.480902
658.0,279.0,0.45707
424.0,286.0,0.404061
122.0,288.0,0.418179
325.0,292.0,0.428323
882.0,284.0,0.484662
164.0,285.0,0.354981
213.0,321.0,0.543149
163.0,300.0,0.426345
613.0,297.0,0.372821
983.0,297.0,0.392026
495.0,297.0,0.372934
704.0,303.0,0.384771
563.0,308.0,0.469988
673.0,376.0,0.583527
411.0,313.0,0.408697
114.0,312.0,0.364844
604.0,320.0,0.36339
436.0,325.0,0.352554
159.0,333.0,0.371245
418.0,330.0,0.351827
318.0,338.0,0.409498
848.0,353.0,0.392316
604.0,338.0,0.352587
940.0,397.0,0.585469
593.0,372.0,0.48213
188.0,463.0,0.588601
558.0,358.0,0.36024
158.0,419.0,0.507309
241.0,370.0,0.375617
982.0,375.0,0.385682
375.0,398.0,0.499604
454.0,385.0,0.429522
310.0,387.0,0.405367
94.0,386.0,0.388954
122.0,387.0,0.39311
513.0,397.0,0.409244
502.0,423.0,0.464456
90.0,433.0,0.502683
577.0,430.0,0.371436
809.0,494.0,0.541527
886.0,438.0,0.518973
781.0,442.0,0.407952
573.0,449.0,0.393771
113.0,453.0,0.398641
543.0,456.0,0.406911
589.0,454.0,0.370472
712.0,471.0,0.466462
430.0,456.0,0.353738
366.0,473.0,0.418583
651.0,479.0,0.366656
490.0,481.0,0.362893
678.0,482.0,0.370623
440.0,490.0,0.407874
644.0,510.0,0.526078
136.0,550.0,0.578784
775.0,510.0,0.458548
883.0,535.0,0.460581
854.0,516.0,0.498707
293.0,518.0,0.388222
611.0,517.0,0.372653
69.0,533.0,0.400278
689.0,533.0,0.390314
970.0,530.0,0.352929
537.0,536.0,0.392182
626.0,551.0,0.41923
544.0,550.0,0.356753
972.0,550.0,0.351223
169.0,557.0,0.398507
678.0,579.0,0.62908
74.0,577.0,0.422851
527.0,583.0,0.506026
762.0,572.0,0.38137
875.0,574.0,0.430797
786.0,583.0,0.438402
163.0,607.0,0.464208
569.0,585.0,0.36829
765.0,632.0,0.511669
557.0,610.0,0.486267
282.0,595.0,0.355956
838.0,612.0,0.46139
73.0,625.0,0.517216
500.0,610.0,0.39104
283.0,612.0,0.371839
130.0,634.0,0.482214
711.0,625.0,0.576614
283.0,620.0,0.357376
534.0,663.0,0.586982
825.0,641.0,0.383865
149.0,683.0,0.48115
674.0,652.0,0.359029
814.0,665.0,0.459967
208.0,671.0,0.403624
271.0,673.0,0.376008
972.0,676.0,0.397218
655.0,676.0,0.377762
17.0,681.0,0.407629
231.0,684.0,0.38712
273.0,690.0,0.378089
636.0,704.0,0.51212
718.0,694.0,0.529977
484.0,703.0,0.493473
605.0,693.0,0.409006
750.0,694.0,0.406702
519.0,697.0,0.371455
68.0,699.0,0.369454
794.0,715.0,0.526669
216.0,708.0,0.370976
123.0,725.0,0.39823
745.0,720.0,0.479405
510.0,724.0,0.406968
967.0,723.0,0.422909
629.0,736.0,0.450558
68.0,763.0,0.543912
188.0,765.0,0.486239
504.0,744.0,0.43432
940.0,751.0,0.411394
987.0,746.0,0.391474
550.0,750.0,0.35373
500.0,768.0,0.552092
552.0,762.0,0.427839
142.0,809.0,0.526516
146.0,771.0,0.369843
861.0,778.0,0.430792
264.0,781.0,0.378701
583.0,781.0,0.380314
951.0,786.0,0.401173
579.0,798.0,0.376078
733.0,811.0,0.473533
880.0,792.0,0.361831
483.0,803.0,0.443303
863.0,811.0,0.551319
168.0,802.0,0.364245
69.0,811.0,0.393003
528.0,816.0,0.350198
575.0,817.0,0.358269
17.0,821.0,0.395865
69.0,824.0,0.381171
956.0,824.0,0.433186
200.0,826.0,0.417397
522.0,832.0,0.381921
104.0,830.0,0.35773
576.0,836.0,0.354256
196.0,852.0,0.360649
481.0,854.0,0.413
64.0,867.0,0.522349
627.0,861.0,0.499144
134.0,864.0,0.426335
266.0,861.0,0.381447
784.0,862.0,0.352141
322.0,865.0,0.368887
196.0,870.0,0.412432
375.0,872.0,0.44913
141.0,892.0,0.509675
545.0,880.0,0.399836
771.0,883.0,0.382437
967.0,898.0,0.44369
990.0,885.0,0.365902
102.0,895.0,0.402533
766.0,906.0,0.544202
304.0,899.0,0.363464
713.0,908.0,0.39192
1000.0,909.0,0.412993
48.0,916.0,0.359216
977.0,927.0,0.608285
140.0,944.0,0.493829
724.0,928.0,0.486026
642.0,933.0,0.490371
756.0,926.0,0.352653
358.0,933.0,0.373725
860.0,936.0,0.357637
809.0,941.0,0.365223
206.0,952.0,0.360696
924.0,969.0,0.46441
790.0,969.0,0.435295
366.0,972.0,0.411805
426.0,974.0,0.432559
110.0,974.0,0.357842
138.0,985.0,0.38225
514.0,988.0,0.363061
643.0,1001.0,0.443079
755.0,1002.0,0.47416
284.0,120.0,0.711407
267.0,891.0,0.565127
398.0,910.0,0.358597
843.0,26.0,0.412583
621.0,31.0,0.361822
528.0,33.0,0.367983
899.0,58.0,0.376803
916.0,60.0,0.37832
415.0,72.0,0.423512
542.0,67.0,0.430341
799.0,73.0,0.437743
600.0,95.0,0.522129
227.0,89.0,0.45486
16.0,98.0,0.411527
528.0,133.0,0.649758
786.0,120.0,0.480206
464.0,119.0,0.403971
620.0,146.0,0.401437
692.0,147.0,0.412544
699.0,174.0,0.466421
448.0,188.0,0.417157
927.0,186.0,0.362676
262.0,201.0,0.528944
63.0,196.0,0.38595
625.0,217.0,0.473042
902.0,204.0,0.374106
958.0,210.0,0.459613
554.0,212.0,0.38605
32.0,216.0,0.350041
551.0,229.0,0.404455
551.0,253.0,0.408134
580.0,258.0,0.412834
963.0,262.0,0.356863
260.0,280.0,0.351487
92.0,301.0,0.381954
70.0,327.0,0.425058
956.0,321.0,0.365348
694.0,353.0,0.372585
16.0,396.0,0.360371
58.0,423.0,0.507748
684.0,418.0,0.359556
382.0,432.0,0.377133
673.0,434.0,0.367788
44.0,448.0,0.355612
41.0,462.0,0.423241
40.0,488.0,0.418207
994.0,518.0,0.378469
109.0,582.0,0.520302
91.0,613.0,0.416681
21.0,625.0,0.358965
295.0,641.0,0.354869
160.0,647.0,0.353106
723.0,661.0,0.38467
350.0,887.0,0.41152
114.0,898.0,0.362469
127.0,912.0,0.367519
394.0,930.0,0.40891
470.0,946.0,0.368045
257.0,973.0,0.462694
354.0,1007.0,0.406554
129.0,276.0,0.505956
852.0,333.0,0.391547
378.0,665.0,0.687469
212.0,748.0,0.573055
130.0,881.0,0.610154
38.0,16.0,0.4102
273.0,21.0,0.454249
490.0,36.0,0.390036
95.0,42.0,0.357056
808.0,67.0,0.504885
665.0,71.0,0.451336
858.0,104.0,0.641111
634.0,72.0,0.355569
316.0,76.0,0.357321
350.0,84.0,0.36685
79.0,87.0,0.363624
266.0,94.0,0.440385
322.0,90.0,0.354552
546.0,104.0,0.517724
353.0,107.0,0.429434
419.0,114.0,0.479234
899.0,114.0,0.420132
89.0,119.0,0.401196
708.0,117.0,0.368603
965.0,122.0,0.373874
86.0,133.0,0.365981
515.0,135.0,0.400319
202.0,135.0,0.360809
962.0,135.0,0.366758
889.0,141.0,0.453508
358.0,139.0,0.356309
715.0,145.0,0.422508
410.0,146.0,0.350132
355.0,157.0,0.461322
890.0,156.0,0.377661
547.0,156.0,0.362819
585.0,180.0,0.49882
275.0,174.0,0.358557
51.0,177.0,0.404998
16.0,183.0,0.423321
911.0,188.0,0.390371
306.0,201.0,0.471661
19.0,200.0,0.398112
78.0,203.0,0.356862
241.0,216.0,0.418587
739.0,218.0,0.459562
117.0,215.0,0.376225
908.0,222.0,0.464592
376.0,225.0,0.490034
945.0,224.0,0.401407
829.0,228.0,0.487328
322.0,242.0,0.531039
76.0,229.0,0.389527
39.0,238.0,0.437555
646.0,235.0,0.405681
389.0,244.0,0.464367
261.0,245.0,0.420177
106.0,256.0,0.448912
642.0,264.0,0.407893
374.0,275.0,0.414997
568.0,272.0,0.351118
640.0,281.0,0.37886
353.0,293.0,0.394085
107.0,297.0,0.400627
640.0,295.0,0.387228
704.0,305.0,0.439241
327.0,296.0,0.36184
334.0,313.0,0.430543
55.0,330.0,0.518665
243.0,328.0,0.419144
478.0,327.0,0.357033
276.0,338.0,0.377361
91.0,349.0,0.453093
336.0,363.0,0.603778
47.0,355.0,0.377706
531.0,364.0,0.393359
547.0,376.0,0.375233
77.0,383.0,0.377728
590.0,383.0,0.437038
59.0,396.0,0.435529
110.0,398.0,0.508489
268.0,395.0,0.469975
555.0,396.0,0.45005
91.0,412.0,0.358356
87.0,429.0,0.418404
315.0,434.0,0.441294
605.0,430.0,0.361146
113.0,445.0,0.540134
277.0,446.0,0.53127
60.0,452.0,0.476652
618.0,436.0,0.363515
168.0,443.0,0.428843
230.0,449.0,0.397968
397.0,452.0,0.376868
330.0,467.0,0.385051
135.0,462.0,0.375292
898.0,472.0,0.406586
399.0,480.0,0.483343
304.0,484.0,0.409746
198.0,488.0,0.435303
118.0,495.0,0.434106
219.0,492.0,0.382413
971.0,493.0,0.459972
897.0,497.0,0.490104
264.0,512.0,0.651432
311.0,503.0,0.416074
110.0,506.0,0.368011
352.0,507.0,0.405381
390.0,512.0,0.35968
142.0,527.0,0.484189
902.0,522.0,0.460743
748.0,520.0,0.362397
180.0,549.0,0.463336
293.0,536.0,0.418558
387.0,538.0,0.480074
421.0,544.0,0.525978
472.0,542.0,0.366703
919.0,544.0,0.381852
670.0,555.0,0.414916
909.0,564.0,0.388868
315.0,564.0,0.40676
896.0,564.0,0.380754
94.0,576.0,0.452519
908.0,579.0,0.418134
425.0,576.0,0.410312
222.0,594.0,0.425485
96.0,590.0,0.358507
335.0,599.0,0.475326
920.0,593.0,0.375576
303.0,600.0,0.40893
895.0,606.0,0.384248
462.0,603.0,0.370151
