V1,V2,V3
84.0,670.0,0.604525
861.0,710.0,0.482706
737.0,247.0,0.417281
247.0,72.0,0.526258
751.0,24.0,0.480373
182.0,36.0,0.457706
818.0,28.0,0.388915
956.0,27.0,0.362631
358.0,32.0,0.376597
398.0,43.0,0.354342
130.0,44.0,0.351908
938.0,59.0,0.371697
836.0,60.0,0.355242
996.0,63.0,0.350859
738.0,70.0,0.355558
801.0,92.0,0.450828
950.0,79.0,0.409532
732.0,79.0,0.352521
829.0,82.0,0.370251
170.0,94.0,0.436706
131.0,90.0,0.372116
511.0,100.0,0.487747
128.0,104.0,0.409037
396.0,111.0,0.358308
350.0,117.0,0.464468
979.0,134.0,0.558482
233.0,147.0,0.46715
894.0,134.0,0.372479
636.0,142.0,0.380661
514.0,144.0,0.358089
716.0,149.0,0.40197
665.0,147.0,0.363945
893.0,157.0,0.441243
789.0,167.0,0.462387
749.0,164.0,0.388552
172.0,174.0,0.386362
392.0,177.0,0.379248
887.0,177.0,0.417759
532.0,192.0,0.562049
948.0,180.0,0.364664
225.0,216.0,0.484609
739.0,185.0,0.46577
284.0,197.0,0.385255
396.0,197.0,0.369238
805.0,205.0,0.431474
172.0,210.0,0.412769
896.0,210.0,0.376013
950.0,222.0,0.426017
978.0,210.0,0.351352
291.0,213.0,0.37731
277.0,216.0,0.359651
525.0,218.0,0.362456
735.0,225.0,0.493284
701.0,223.0,0.452792
758.0,287.0,0.466355
866.0,243.0,0.472923
898.0,228.0,0.360747
175.0,242.0,0.452363
523.0,238.0,0.391369
440.0,243.0,0.431999
700.0,241.0,0.367313
398.0,251.0,0.404543
323.0,248.0,0.434855
891.0,254.0,0.379267
940.0,266.0,0.477924
555.0,264.0,0.383099
1001.0,279.0,0.481805
658.0,279.0,0.463585
242.0,285.0,0.472298
882.0,284.0,0.513351
122.0,289.0,0.411279
212.0,322.0,0.53342
423.0,287.0,0.386055
162.0,285.0,0.370411
325.0,287.0,0.390123
612.0,296.0,0.370221
983.0,297.0,0.392474
996.0,299.0,0.381484
162.0,302.0,0.404077
496.0,298.0,0.3562
323.0,303.0,0.372463
563.0,308.0,0.473171
704.0,303.0,0.364336
696.0,305.0,0.35655
410.0,312.0,0.408574
672.0,373.0,0.574657
604.0,320.0,0.365931
157.0,334.0,0.383513
378.0,332.0,0.365064
851.0,340.0,0.371803
317.0,338.0,0.393143
964.0,342.0,0.357598
939.0,399.0,0.560802
594.0,358.0,0.484034
558.0,358.0,0.375666
844.0,364.0,0.372517
204.0,362.0,0.37462
161.0,392.0,0.508684
241.0,370.0,0.381217
199.0,377.0,0.391857
733.0,399.0,0.504939
591.0,380.0,0.446549
982.0,376.0,0.398277
375.0,393.0,0.477995
454.0,385.0,0.417913
309.0,386.0,0.400971
93.0,386.0,0.374895
122.0,387.0,0.382421
194.0,400.0,0.406139
832.0,392.0,0.35997
513.0,398.0,0.387901
188.0,460.0,0.572314
370.0,420.0,0.391086
502.0,424.0,0.453653
90.0,434.0,0.490727
825.0,450.0,0.460144
153.0,458.0,0.484242
576.0,430.0,0.356175
885.0,439.0,0.516419
668.0,436.0,0.357526
780.0,443.0,0.407649
571.0,448.0,0.386355
112.0,453.0,0.406524
543.0,456.0,0.396665
710.0,472.0,0.43026
590.0,454.0,0.355997
366.0,474.0,0.395476
650.0,478.0,0.358125
808.0,488.0,0.461668
678.0,484.0,0.374627
440.0,491.0,0.397614
643.0,510.0,0.492175
136.0,550.0,0.574086
748.0,500.0,0.358046
775.0,509.0,0.482838
794.0,533.0,0.514057
854.0,515.0,0.506524
882.0,534.0,0.452061
292.0,518.0,0.382488
176.0,533.0,0.48077
610.0,517.0,0.367622
66.0,528.0,0.415718
487.0,526.0,0.361082
688.0,529.0,0.37652
538.0,534.0,0.378625
69.0,540.0,0.374983
686.0,540.0,0.351064
626.0,550.0,0.434403
169.0,557.0,0.40071
677.0,579.0,0.63309
74.0,565.0,0.39033
761.0,571.0,0.384102
874.0,574.0,0.409673
166.0,574.0,0.354801
786.0,583.0,0.417188
528.0,585.0,0.495647
73.0,584.0,0.36228
557.0,607.0,0.495813
162.0,607.0,0.451494
838.0,610.0,0.454961
72.0,607.0,0.453453
767.0,614.0,0.445812
499.0,609.0,0.384583
282.0,612.0,0.364082
130.0,634.0,0.485384
710.0,625.0,0.589022
72.0,633.0,0.500506
282.0,620.0,0.350145
761.0,652.0,0.479118
533.0,662.0,0.559163
824.0,640.0,0.369945
147.0,685.0,0.468252
674.0,651.0,0.363769
814.0,664.0,0.455007
208.0,670.0,0.411004
271.0,672.0,0.39599
972.0,676.0,0.395201
654.0,675.0,0.36988
17.0,681.0,0.423945
230.0,684.0,0.384553
272.0,690.0,0.378487
636.0,704.0,0.487167
718.0,693.0,0.530928
484.0,698.0,0.501444
605.0,692.0,0.398012
750.0,694.0,0.386448
517.0,697.0,0.384429
67.0,699.0,0.366198
793.0,714.0,0.502501
123.0,725.0,0.397546
216.0,708.0,0.380893
483.0,719.0,0.37849
744.0,720.0,0.467745
967.0,723.0,0.426662
509.0,724.0,0.398811
65.0,736.0,0.399342
629.0,736.0,0.423577
188.0,765.0,0.472179
503.0,743.0,0.420489
987.0,745.0,0.39685
939.0,751.0,0.39551
66.0,748.0,0.353223
68.0,769.0,0.512942
499.0,767.0,0.520443
551.0,762.0,0.414061
145.0,771.0,0.364253
861.0,778.0,0.416319
581.0,781.0,0.376248
264.0,782.0,0.371198
138.0,801.0,0.499066
951.0,785.0,0.409533
733.0,811.0,0.434523
880.0,793.0,0.372446
482.0,803.0,0.430941
578.0,799.0,0.359398
863.0,812.0,0.544052
168.0,804.0,0.356044
68.0,810.0,0.373486
528.0,816.0,0.350941
17.0,821.0,0.398369
956.0,824.0,0.428391
68.0,826.0,0.363791
200.0,827.0,0.40632
150.0,839.0,0.459594
520.0,834.0,0.363825
479.0,854.0,0.390455
64.0,868.0,0.515552
626.0,861.0,0.5116
132.0,863.0,0.399475
266.0,861.0,0.383965
783.0,861.0,0.362681
322.0,864.0,0.358958
197.0,870.0,0.403999
375.0,872.0,0.433749
545.0,880.0,0.396595
140.0,893.0,0.493078
773.0,882.0,0.395746
966.0,897.0,0.431496
990.0,884.0,0.360413
101.0,895.0,0.390968
765.0,905.0,0.536975
304.0,898.0,0.352776
713.0,908.0,0.387111
1000.0,910.0,0.416103
48.0,916.0,0.351529
977.0,928.0,0.590492
142.0,928.0,0.485194
724.0,928.0,0.475843
642.0,932.0,0.473527
756.0,926.0,0.351228
356.0,934.0,0.360121
859.0,935.0,0.366624
808.0,942.0,0.375123
135.0,949.0,0.434631
206.0,952.0,0.357203
138.0,967.0,0.380479
923.0,969.0,0.458927
790.0,968.0,0.422593
365.0,972.0,0.41777
427.0,974.0,0.419158
137.0,986.0,0.369033
513.0,987.0,0.367754
643.0,1001.0,0.422173
755.0,1002.0,0.461529
283.0,121.0,0.690907
559.0,142.0,0.360557
389.0,911.0,0.423951
842.0,26.0,0.420551
527.0,32.0,0.366342
620.0,32.0,0.381547
776.0,56.0,0.355404
899.0,58.0,0.379735
916.0,61.0,0.360347
541.0,67.0,0.428446
414.0,71.0,0.401831
799.0,73.0,0.439688
599.0,95.0,0.49874
227.0,90.0,0.444956
16.0,98.0,0.403918
528.0,133.0,0.623381
787.0,120.0,0.475081
463.0,119.0,0.406927
619.0,145.0,0.406932
764.0,142.0,0.350596
691.0,147.0,0.393059
698.0,174.0,0.459396
94.0,175.0,0.351494
448.0,188.0,0.40966
927.0,186.0,0.367354
261.0,201.0,0.520576
63.0,197.0,0.376063
624.0,217.0,0.463285
902.0,204.0,0.372474
957.0,210.0,0.448165
554.0,212.0,0.360618
612.0,228.0,0.351101
553.0,231.0,0.39654
551.0,253.0,0.388804
580.0,259.0,0.399947
392.0,268.0,0.370443
260.0,280.0,0.371199
92.0,301.0,0.376733
71.0,329.0,0.406571
956.0,320.0,0.361935
120.0,326.0,0.355128
694.0,352.0,0.355678
16.0,396.0,0.361951
57.0,422.0,0.500328
683.0,418.0,0.35173
382.0,432.0,0.380689
41.0,463.0,0.410292
38.0,488.0,0.398932
50.0,486.0,0.362791
994.0,518.0,0.373075
92.0,541.0,0.356434
108.0,581.0,0.503396
90.0,612.0,0.401356
21.0,625.0,0.362084
294.0,640.0,0.362232
722.0,661.0,0.374805
258.0,878.0,0.527528
350.0,887.0,0.393676
275.0,905.0,0.569427
114.0,898.0,0.355043
126.0,910.0,0.358133
394.0,930.0,0.405022
470.0,947.0,0.367195
256.0,974.0,0.451956
353.0,1007.0,0.391233
127.0,275.0,0.527876
849.0,332.0,0.423052
378.0,665.0,0.678402
211.0,749.0,0.589805
129.0,880.0,0.5805
37.0,16.0,0.414762
271.0,22.0,0.470697
490.0,37.0,0.399181
95.0,43.0,0.374459
804.0,46.0,0.393473
664.0,70.0,0.453406
809.0,73.0,0.491633
850.0,75.0,0.501019
315.0,74.0,0.356093
634.0,72.0,0.35482
859.0,110.0,0.609802
350.0,84.0,0.351066
78.0,87.0,0.357876
265.0,93.0,0.440182
320.0,90.0,0.351651
546.0,103.0,0.52235
352.0,108.0,0.425511
419.0,114.0,0.473324
899.0,114.0,0.408401
89.0,118.0,0.391255
708.0,118.0,0.35406
965.0,120.0,0.377081
515.0,135.0,0.41013
961.0,134.0,0.368672
202.0,134.0,0.382829
715.0,145.0,0.429987
888.0,140.0,0.440967
354.0,157.0,0.458956
547.0,156.0,0.386208
890.0,157.0,0.371596
584.0,181.0,0.489938
274.0,174.0,0.35395
51.0,177.0,0.411149
16.0,184.0,0.401147
911.0,188.0,0.397085
306.0,200.0,0.449403
18.0,200.0,0.404782
78.0,203.0,0.380213
241.0,216.0,0.426989
117.0,214.0,0.384989
738.0,218.0,0.450347
908.0,221.0,0.45874
375.0,226.0,0.483126
944.0,223.0,0.405595
322.0,242.0,0.513258
828.0,229.0,0.484833
76.0,229.0,0.376732
40.0,237.0,0.416692
646.0,235.0,0.41274
388.0,244.0,0.477951
261.0,245.0,0.420813
106.0,255.0,0.436356
641.0,264.0,0.413769
568.0,271.0,0.362518
374.0,276.0,0.409239
38.0,279.0,0.360487
640.0,280.0,0.359495
352.0,295.0,0.407648
106.0,298.0,0.402173
327.0,296.0,0.370432
639.0,295.0,0.399504
703.0,306.0,0.42146
