V1,V2,V3
85.0,669.0,0.616643
862.0,710.0,0.466913
737.0,247.0,0.40037
247.0,72.0,0.541671
752.0,23.0,0.488238
182.0,35.0,0.473216
819.0,28.0,0.405212
956.0,26.0,0.353918
357.0,34.0,0.384411
398.0,45.0,0.366744
131.0,44.0,0.353327
358.0,48.0,0.351617
810.0,59.0,0.355256
938.0,58.0,0.371388
835.0,60.0,0.366835
802.0,93.0,0.457248
951.0,79.0,0.414367
732.0,79.0,0.357202
830.0,81.0,0.381934
170.0,94.0,0.448962
131.0,89.0,0.381007
908.0,89.0,0.352042
511.0,100.0,0.49304
720.0,98.0,0.352099
906.0,98.0,0.350199
128.0,104.0,0.398755
395.0,110.0,0.373674
350.0,117.0,0.468522
980.0,134.0,0.55448
234.0,147.0,0.460851
514.0,132.0,0.355737
895.0,135.0,0.358879
637.0,142.0,0.404241
402.0,142.0,0.354022
716.0,149.0,0.40586
664.0,148.0,0.366888
892.0,157.0,0.450818
789.0,167.0,0.465686
749.0,164.0,0.391415
395.0,187.0,0.386049
172.0,174.0,0.404241
888.0,177.0,0.425375
532.0,192.0,0.561086
949.0,180.0,0.378173
225.0,218.0,0.505551
740.0,185.0,0.471058
284.0,196.0,0.381083
663.0,200.0,0.357228
805.0,204.0,0.424369
173.0,209.0,0.425901
896.0,208.0,0.37514
950.0,221.0,0.437537
291.0,213.0,0.377069
662.0,214.0,0.353914
277.0,216.0,0.368104
525.0,218.0,0.369739
736.0,226.0,0.503022
702.0,223.0,0.456124
751.0,323.0,0.532957
867.0,244.0,0.473259
898.0,227.0,0.357104
175.0,242.0,0.475616
524.0,238.0,0.400628
440.0,243.0,0.434832
701.0,241.0,0.363206
323.0,248.0,0.440266
398.0,251.0,0.417192
891.0,253.0,0.389444
940.0,266.0,0.479669
556.0,264.0,0.379032
242.0,284.0,0.469605
658.0,279.0,0.462799
122.0,288.0,0.419455
882.0,284.0,0.514445
163.0,298.0,0.433596
213.0,321.0,0.545369
325.0,293.0,0.394209
424.0,287.0,0.386297
612.0,297.0,0.386813
983.0,298.0,0.392576
704.0,303.0,0.377459
563.0,308.0,0.493828
411.0,313.0,0.416127
672.0,375.0,0.591797
604.0,319.0,0.372775
158.0,337.0,0.388471
379.0,331.0,0.371464
848.0,352.0,0.392198
317.0,337.0,0.396242
939.0,398.0,0.559852
593.0,371.0,0.491766
559.0,358.0,0.370245
187.0,461.0,0.590082
158.0,421.0,0.52015
241.0,370.0,0.377469
983.0,375.0,0.385386
376.0,392.0,0.487774
454.0,384.0,0.41751
309.0,387.0,0.423718
93.0,386.0,0.397194
122.0,388.0,0.387295
833.0,393.0,0.369483
513.0,398.0,0.387473
370.0,420.0,0.411558
502.0,424.0,0.446765
576.0,428.0,0.369006
89.0,433.0,0.485224
820.0,462.0,0.468145
885.0,438.0,0.520398
781.0,443.0,0.424977
571.0,449.0,0.411312
113.0,453.0,0.40864
543.0,456.0,0.387217
590.0,453.0,0.36422
711.0,472.0,0.448707
366.0,474.0,0.412064
650.0,478.0,0.374976
678.0,482.0,0.384477
440.0,491.0,0.397969
644.0,510.0,0.514036
136.0,550.0,0.597435
