1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
5.08355,2.77141,78.6551,0.361062,0.0,0.140194,0.691472,0.79537,3.56952,0.172678,4.32828,156.431,0.677064,0.463424,1.60606,501.09,0.165639,22.1026,0.20442,0.669563,-1.30318,0.223757,26.2439,3.06346,0.367498,-2.9083,125.82,1.4155799999999998,0.189403,-0.6409130000000001,8.11053,0.45653,1.39091,370.947,0.106708,0.2939719999999999,0.408138,-2.46944,1.21438,0.0697395,156.602,-70.1598,-0.319258,9.08681,0.0,0.228676,-0.567034,5.12201,0.133056,0.1374369999999999,0.0
3.95636,0.497247,72.7188,0.264069,0.0163043,0.166432,1.12897,0.8551639999999999,3.11766,0.155695,4.12357,89.9969,0.936758,0.329793,2.81054,1610.44,0.8808469999999999,9.37819,0.245652,1.3173,-0.389664,0.338043,151.83100000000002,3.64882,0.4689939999999999,0.2190099999999999,5.93727,1.50127,0.14601,0.345536,7.0743,1.45616,0.266072,356.194,0.0859416,0.358194,0.333868,-4.00465,1.18569,0.0998119,156.55,-19.682,0.74912,4.00986,0.0,0.1821289999999999,0.0600641999999999,2.28994,0.170776,0.232586,1.0
4.77669,0.81401,811.701,0.2277199999999999,0.00621118,0.0,1.3431799999999998,0.907903,3.28125,0.122277,4.25004,-0.7592770000000001,0.396367,0.0858386999999999,3.03662,1126.59,0.5896,30.6552,0.2857139999999999,0.661301,0.4857729999999999,0.326087,169.293,2.4441900000000003,0.441921,0.388681,76.523,1.38588,0.0933376,0.193168,5.80591,1.34625,0.937056,465.721,0.0552246999999999,0.18249,0.607286,-3.20394,1.3,0.1180269999999999,138.08700000000002,36.2855,0.7958390000000001,2.93404,0.0015528,0.2331389999999999,0.1169089999999999,1.77534,2.72706,0.35063,0.0
5.52872,1.38572,157.95600000000002,0.306321,0.00164745,0.120955,0.764833,0.771363,3.24329,0.21425,4.16854,324.707,0.988127,0.399064,1.67753,731.404,0.255771,26.2535,0.21911,0.713346,-0.0295788,0.30972,52.4896,3.92444,0.474002,-0.757484,127.616,1.83189,0.210142,-0.164749,10.3013,0.92147,0.807211,345.452,0.0460951,0.284836,-0.535481,-3.22748,1.45023,0.094334,170.98,-24.6443,0.2591699999999999,5.01423,0.00164745,0.186834,0.14455,3.91865,1.7561,0.199983,0.0
2.94076,1.44931,42.3305,0.242556,0.00502513,0.341676,1.38478,0.854557,3.48394,0.267084,4.2758400000000005,151.306,0.6387550000000001,0.184498,1.94287,662.52,0.413452,7.605180000000001,0.349246,0.6505270000000001,1.52368,0.301508,49.9208,7.279439999999999,0.4782409999999999,0.8785950000000001,13.4544,1.0935700000000002,0.152494,-0.934722,3.84361,1.3885299999999998,0.792408,378.007,0.140194,0.383894,2.08686,-3.44091,0.988298,0.0556105999999999,96.4494,-27.814,1.86251,7.316960000000001,0.0,0.0704938,0.168814,0.749207,-0.0671718,0.255306,1.0
3.81771,0.64973,18.352,0.230564,0.0103896,0.259771,1.58287,0.907731,3.15414,0.199441,4.22106,78.657,0.953955,0.1756869999999999,2.72433,1334.92,0.805264,26.9971,0.241558,0.999099,0.883584,0.322078,190.537,3.13533,0.469398,0.326036,54.7508,1.33648,0.129347,0.151674,5.43042,1.44604,0.4765029999999999,434.669,0.11204,0.264192,1.02528,-4.07647,1.37058,0.095557,167.74400000000003,37.4967,-0.0279284,3.68286,0.0,0.163565,-0.10489,1.8019,0.0304714,0.246142,1.0
6.127730000000001,2.17574,119.871,0.424993,0.0,0.1185109999999999,0.5592550000000001,0.7370909999999999,3.4740300000000004,0.13484,4.20215,321.508,0.373453,0.116218,1.40895,452.274,0.129825,18.1521,0.262791,1.44814,0.172088,0.251163,14.9515,2.04182,0.3901,-0.322075,128.138,1.71344,0.177781,-0.5531149999999999,12.4726,0.502397,1.49225,222.259,0.0230872,0.239366,0.124939,-1.86389,1.25683,0.105547,146.975,-32.1727,0.641744,3.61464,0.0,0.293977,0.295502,5.33624,0.989948,0.247666,0.0
4.45003,2.5659,1.6470200000000002,0.242904,0.00246305,0.186894,1.23767,0.732719,3.31638,0.218936,4.4354,210.584,-0.738418,0.160724,1.67925,443.322,0.195735,2.44886,0.2857139999999999,1.36046,0.810448,0.246305,36.6574,5.929130000000001,0.463287,-0.290006,0.4787949999999999,1.64824,0.1217119999999999,0.375423,6.2960400000000005,1.77624,0.623675,320.945,0.0306885999999999,0.403547,-0.0176664,-4.11544,1.23093,0.0942173999999999,142.56,-1.8203,1.28056,4.18262,0.0,0.117213,0.212148,4.65189,1.43043,0.245223,1.0
7.56352,2.13258,37.9083,0.28995,0.0167064,0.0988595,0.7019340000000001,0.6211939999999999,4.08675,0.114704,4.8049800000000005,399.604,0.915978,0.680142,1.56834,492.457,0.147608,4.89657,0.341289,1.46827,-3.08285,0.2601429999999999,47.8139,2.70736,0.465595,-2.78046,0.0,1.86499,0.0572231999999999,-0.550022,9.65296,1.02266,1.65149,176.06099999999998,0.0475435,0.388334,-0.579276,-2.01435,0.977629,0.121103,158.445,-6.90291,1.21976,11.2074,0.0381862,0.232431,-0.7681100000000001,5.75139,2.5753,0.167643,0.0
3.74535,0.36875,75.3452,0.257173,0.0144928,0.297793,1.52161,0.92355,3.2405,0.157789,4.06725,47.1681,0.867032,0.114712,3.51005,2239.41,1.32567,117.621,0.297659,1.28242,1.29086,0.306577,362.959,2.86119,0.484912,0.2671409999999999,0.0,1.35179,0.1196359999999999,0.191273,4.9932300000000005,1.1009799999999998,0.93064,481.892,0.120002,0.242493,1.08909,-2.92058,1.27257,0.105139,164.94,44.8217,-0.323922,2.61948,0.00111483,0.190519,-0.46911,1.18004,0.8486309999999999,0.194381,1.0
