MFCCs_1,MFCCs_2,MFCCs_3,MFCCs_4,MFCCs_5,MFCCs_6,MFCCs_7,MFCCs_8,MFCCs_9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,class
1.0,0.5271314897965012,0.532675608826858,0.501314133733828,0.5491224042405418,0.45877167866396906,0.565372776125079,0.3612571503420098,0.405012006752034,0.7290300189300781,0.6600893656268446,0.583285342644247,0.4814350324119964,0.4873615265105054,0.41598521846766046,0.4371556016408461,0.4963502975689341,0.5757027139629882,0.5364693181096611,0.401899165041677,0.4883372358892805,0.5011189705330837,0.0
1.0,0.6540146617626357,0.532255399942786,0.6504888117228947,0.5098477138345355,0.2935087747225627,0.396540098168911,0.5158529050624615,0.6364119533713145,0.7462217521343203,0.45152941547869146,0.5371007017499473,0.63539196373857,0.4843836461442895,0.28613219390117106,0.4557281388748491,0.597533293489472,0.524857069703819,0.46129359660066205,0.3403720863742422,0.5038248611901911,0.6700832460326066,1.0
1.0,0.523416442313527,0.365970871514666,0.6390015772403499,0.522440482418043,0.22193660382365143,0.2630185976174552,0.5325863500387692,0.6237753830694455,0.6968753620232704,0.5353105054880891,0.6428485617734481,0.5819316826327108,0.4403858162890465,0.3767449625061692,0.4137193318155096,0.43591678672578077,0.510551387816647,0.4403378539702463,0.3073306098737423,0.6736245910844237,0.7035621323400923,1.0
1.0,0.545717500651359,0.33644483706698797,0.5510966695164268,0.6990628660139164,0.4733212265148833,0.41970817332087146,0.21687075244062637,0.3275054167759519,0.8828302733753051,0.8200131194994836,0.38654120385469376,0.22060801924419035,0.5763201492841579,0.682072221479578,0.49536682158077705,0.32560514394904294,0.455497859303403,0.48961830622508856,0.540388257804676,0.7105349588961642,0.476792847000238,1.0
1.0,0.4485164458143938,0.5765868881232665,0.5659191244020817,0.5482361127258433,0.46377208388940583,0.5673502143505157,0.36839385982692996,0.3686787253445263,0.6968420158296569,0.7024410698995202,0.5928707758675442,0.4420757825058052,0.4793458097412624,0.44206036569467916,0.42913190701758214,0.48290888000924914,0.5823962509114099,0.5398411860817756,0.43131624532816415,0.4381632524738567,0.45692769304148767,0.0
1.0,0.8871154971223904,0.7733031044228476,0.5847106842370535,0.294334174798324,0.5838058988540666,0.5125250632139005,0.3137803037264115,0.49412395340992815,0.6850062704490901,0.3591179474013801,0.5010855229023203,0.4883604209156761,0.38127985104319484,0.5559508970759003,0.5201137335847699,0.35887747957027527,0.6045872374720505,0.6042008204112843,0.4210024172096458,0.5741059402732932,0.6737666989656392,0.0
1.0,0.5447217985228576,0.25007656976690446,0.3712995944677908,0.6409025249635498,0.44401808740218107,0.497876986956479,0.49266315949526956,0.5926954515305746,0.7080432926405891,0.4819449860387096,0.4124422108259217,0.4546506612492304,0.8166585739869461,0.7147545008966556,0.3379777378729161,0.10745218528422812,0.4220174734787795,0.5984577578138588,0.5622479084579256,0.5987004841731051,0.4790486918410156,1.0
1.0,0.45976480451228874,0.4030899958171408,0.629526328744735,0.6423467324736198,0.5393460711621029,0.5630948904841568,0.23134040271684897,0.3351107209095388,0.9685023004880657,0.7302461123387906,0.3145046739423543,0.44703732507209765,0.8516421875953787,0.5524047608580164,0.21923717311652896,0.21557512329869588,0.5714817455640963,0.7221592457829352,0.7353105027261625,0.46682491338167525,0.07046236841997483,0.0
1.0,0.5745177613538643,0.3834716826685907,0.7355458954655908,0.5838928078102634,0.3108917045667281,0.29420754924980713,0.5302831349200842,0.6213054397719086,0.6706795431313227,0.4174167102170112,0.5867839807188614,0.6594380143502176,0.4737433291144016,0.31431266125982815,0.49612687987001614,0.6370166086517235,0.6262346061369737,0.4465078290776223,0.18912966310247875,0.6062830987765075,0.7913747719738611,1.0
1.0,0.5129868245289643,0.3767883141053966,0.7621215713301868,0.6253841635840827,0.34526442692676085,0.3330562097329972,0.5195431357652468,0.6374366528377556,0.7130749536042928,0.4438538530477215,0.55536642595082,0.6420372665664422,0.4566314356396978,0.26282916701447945,0.41660403795822326,0.636617984282954,0.6551568408356223,0.46502643842473373,0.19525435455197432,0.5417200802711198,0.7539313094696255,1.0
1.0,0.5919981048828548,0.4532667255255547,0.6529767893378878,0.5177430167929146,0.29992076415844826,0.38890481008179634,0.5773848359085748,0.632913891480553,0.657299019331142,0.4375958045339039,0.5959590596343967,0.5738635037496813,0.3736570870510181,0.3568914906356494,0.5764965627654588,0.5859713484846448,0.5989116390858402,0.5093965468483506,0.27812764928469824,0.599020035168639,0.7359427716357764,1.0
1.0,0.755944118705751,0.5684656710097932,0.6543263026190782,0.4535407875985049,0.3038916375125355,0.4607690096652098,0.5459850646481652,0.5652461442140642,0.6991668900608349,0.48167287364902917,0.5964284342521364,0.6016843774412164,0.3940096104135649,0.3118600059102278,0.5396685792059653,0.555590648485937,0.5011415173175333,0.47481796704533275,0.3755375173300628,0.6025423937453527,0.6529346198119232,1.0
1.0,0.5216280029503402,0.35188886033694805,0.6769607595881474,0.5995972237119758,0.4066845453933149,0.4252515479528905,0.5082159884444325,0.553825562579202,0.6530524902100796,0.39661439450199154,0.5685580629991254,0.6479663562637064,0.4713956870837462,0.28502657927596853,0.42005937487607153,0.5415053221073226,0.5883601841049353,0.4965843830145362,0.26132443467813615,0.5223964734133835,0.7102403299030924,1.0
1.0,0.5830028574873815,0.46876685872153756,0.7501720663628573,0.5920375786333079,0.32175982770686024,0.4041224067134376,0.5880334843809096,0.5691271131019474,0.6055825441349112,0.4442195131571785,0.6889810006449055,0.6107130007870638,0.3106264802198061,0.33207106598495817,0.5870693817392116,0.5774545886126876,0.5300190910942455,0.43067741965546513,0.291827612504621,0.6662292225798849,0.6880270189668652,1.0
1.0,0.44238504168155196,0.4118001512112144,0.7409041305058457,0.6048639162046124,0.3385254341855266,0.36639503320168815,0.4834873672352188,0.5711211296209474,0.6489790765014127,0.5427967430131542,0.7115749153917268,0.5470022546185933,0.21453855474643252,0.3766876474792482,0.6659701861847476,0.556969764394594,0.4382047968063987,0.3679324126577308,0.3164951393612369,0.7000126216241416,0.6780237251548065,1.0
1.0,0.6997999480331629,0.8155925765992688,0.6987256864930393,0.25574886062246016,0.30567424541780897,0.9093192743438108,0.5655887402833386,0.19459565868634696,0.7854249565383677,0.8124666502107496,0.38825615595398916,0.3382948000832359,0.7048423858002408,0.5087632279343246,0.2716339684435949,0.43430622921754053,0.6433814135578475,0.5039742854471152,0.440823993816602,0.6675598534399714,0.5311778651255694,1.0
1.0,0.6178500010655525,0.6336562700076714,0.7578105969270832,0.49121030334138505,0.29206094597790844,0.41626908167451626,0.6053423849917431,0.6463231757546587,0.6096755410721411,0.4313750943529288,0.6640766257808705,0.6710167765147491,0.4348406427540399,0.3212991337711111,0.54526238778675,0.5464656189368395,0.49979654177115995,0.41824229953562553,0.31222414211801,0.5833821860308187,0.6549083525846169,1.0
1.0,0.6060524078733109,0.45474501777574927,0.6722735180073646,0.556762037148722,0.3170723088447475,0.3362360749212054,0.520278120471068,0.6231007871714864,0.6793932731676884,0.42992495261335695,0.5464845199857062,0.56006036222012,0.41474180712974923,0.38079223663785194,0.5254570458393985,0.5576787178493025,0.5630613217491129,0.4695034349405951,0.2744070220991557,0.6068742869299218,0.761376397627308,1.0
1.0,0.7542394158179002,0.5149841882656052,0.6588319689216713,0.5685710877419952,0.31296797185944675,0.3716039322056579,0.490621617830438,0.5827658710624039,0.6523783895714226,0.3928155825731279,0.49824944980895497,0.604964012578659,0.5286433575149063,0.3641977778298856,0.4326576923152072,0.5388072126721701,0.5829169341964517,0.5016661650626555,0.23849546217527254,0.43622426947738235,0.6704753217047066,1.0
1.0,0.4440459076562741,0.3552183816494945,0.695351653586329,0.5979591567824312,0.24979894872742847,0.3262679164701695,0.6009032608305742,0.6434308258607387,0.6595085469100891,0.495384238496253,0.6373206249024697,0.5611794887899167,0.4208258067559695,0.3980481760432938,0.48737667133436746,0.4555496649421576,0.5344050341042199,0.5055502861436415,0.37149805511127915,0.635302990527338,0.6123092407275832,1.0
1.0,0.7105333601882935,0.508434856047014,0.643359886919967,0.5457312520040297,0.31164471388364456,0.41873762909425954,0.5564991943981461,0.6117175990350754,0.6857625557150199,0.45206892439664126,0.5704783562014515,0.609484309596008,0.47132092763948075,0.3842888400239498,0.5024331536644832,0.5192115248274694,0.5648453047833918,0.518493280250386,0.3521343126846966,0.5471322081565736,0.6459121812103901,1.0
1.0,0.5794895529143829,0.30689357843176895,0.5473594883182414,0.7339750998120331,0.5075742720331363,0.4962330315302945,0.32428574130139926,0.3643978539712349,0.8272971227832843,0.7292041110374495,0.35493891436785924,0.26887945694611404,0.6912575762676115,0.6994841018596636,0.41467002433238986,0.2397429537589873,0.40953338310389453,0.493136633445169,0.5824470044708888,0.6922524278956176,0.40527715794794994,1.0
1.0,0.5892406948732977,0.4599867028514983,0.6459702457846267,0.5535282525024507,0.2941126527594,0.35782550285896064,0.5561182207460275,0.671973924748327,0.6781777736007414,0.4300669351791747,0.6511888901066255,0.626053006863456,0.4412264634504458,0.34539353365202813,0.504033111978714,0.5773133619965978,0.6228464346837901,0.4222198133095839,0.16923288351021265,0.594201677953654,0.7356936249966993,1.0
