mfcc_1_mu,mfcc_1_sd,mfcc_2_mu,mfcc_2_sd,mfcc_3_mu,mfcc_3_sd,mfcc_4_mu,mfcc_4_sd,mfcc_5_mu,mfcc_5_sd,mfcc_6_mu,mfcc_6_sd,mfcc_7_mu,mfcc_7_sd,mfcc_8_mu,mfcc_8_sd,mfcc_9_mu,mfcc_9_sd,mfcc_10_mu,mfcc_10_sd,mfcc_11_mu,mfcc_11_sd,mfcc_12_mu,mfcc_12_sd,mfcc_13_mu,mfcc_13_sd,digit,class
0.29040842514229037,0.3313036612894973,0.2279982743997282,0.5258344158099876,0.6146225753930765,0.31531461119285353,0.4523511179713496,0.4550512886835508,0.7835126368232075,0.5367903326302834,0.5609825880053433,0.35147511397040415,0.3627111525705712,0.5221360787655813,0.632479291438872,0.591884101907538,0.48580824753405305,0.5102907986808694,0.3315957460138415,0.6743486585942043,0.358196242240993,0.4149277150445957,0.39964351024914274,0.3813656608179177,0.30019643946545727,0.39899612378920124,0.5555555555555556,0.0
0.5832627128769609,0.10526582178877261,0.5273020724576443,0.0812686606862115,0.7696941709048519,0.16144523652389847,0.5254174218976334,0.4215149438498128,0.5238693570597748,0.13938941936183924,0.32307262338662057,0.16164339624969132,0.3997686778801738,0.16514363330605258,0.43281109102918264,0.27868572427827915,0.7656230571898238,0.20037776580791955,0.27146756684136786,0.22771706227838667,0.48084327319116926,0.073130184238689,0.461322778061925,0.19560325444714033,0.40456952119489104,0.21262529723417492,0.2222222222222222,1.0
0.8191636459613632,0.4120301753543891,0.06316963403328568,0.5882115587690029,0.6329104035294904,0.22139875161002126,0.2334687936827763,0.26714755616184693,0.2374406890633497,0.26988467397973226,0.30136824121094946,0.5166199474697316,0.7155081471994578,0.5877258257650446,0.5613852035911373,0.4142896990108684,0.39804755626540755,0.48020678311743387,0.4647103425420588,0.44746065696499715,0.4913813168280502,0.33341705619648665,0.804406802655946,0.5439749086998801,0.6038436847602139,0.6642468881590783,0.1111111111111111,0.0
0.694948132395792,0.35947848317401343,0.3926790828143078,0.23353718945859878,0.3057539610484045,0.41400400391539016,0.00827442144375512,0.6257201946897111,0.6159825009634875,0.23891085087002262,0.7213300143283266,0.451161153383927,0.4158950789001731,0.2573745499225647,0.33386831802581424,0.2047355150775647,0.5174558682606305,0.23814353517987258,0.4609844394435971,0.16505003455811063,0.3061049111916986,0.2677681561065055,0.4609321168298618,0.4856605749408678,0.4234145650962617,0.4000947773129746,0.4444444444444444,0.0
0.5174292324093526,0.7205418579722179,0.45134631372544975,0.14427260145131596,0.7065425339740087,0.3677340931836996,0.751453862253796,0.19998879931126487,0.5280805947818072,0.4208085896693752,0.5252414388920762,0.35269548997642075,0.4322965319584333,0.59703417699917,0.8518284710130719,0.39275438079229813,0.6375587641941812,0.42007756959591047,0.7401785583279562,0.35702873553043407,0.39805733810583693,0.42241147006293944,0.6894730028961893,0.23976813739807412,0.5599701459811385,0.21129899011153067,0.2222222222222222,1.0
0.407502642738147,0.6324529141043679,0.28256629301434893,0.652782706377257,0.8305439161739594,0.44210019858766536,0.6358798915196022,0.6007777869981943,0.6177008928218427,0.518192212956018,0.5570608723904601,0.312663079421098,0.4685142196472818,0.5199035554990812,0.6892748041695533,0.38510088387361224,0.6277070876846864,0.48353331479140166,0.8208557121071888,0.39971176431724154,0.6884036198576633,0.571320749124588,0.682106979054542,0.38612521222934837,0.4728256091795407,0.5108823390019489,0.6666666666666666,1.0
0.3867611873586678,0.38614550681515336,0.1450313090389378,0.4955039838305808,0.6791148314262223,0.31427552543243714,0.40016590512656036,0.5413226342311767,0.6421118850006687,0.6237589765786631,0.3975190812018795,0.6019042353415014,0.5494798329638061,0.6774299965312544,0.7755995284267264,0.2832581887232598,0.6759369157264525,0.3440112304603391,0.6303924117940192,0.4816081284228587,0.7288454759951677,0.21549560673176674,0.5418996051110245,0.3990936816128392,0.4231817712651228,0.5517143628658165,0.0,0.0
0.43181205187741034,0.046178104588805904,0.5024544344000537,0.0487361026391324,0.8748992684318497,0.1167906855469482,0.6201838223537699,0.2936738331982054,0.46849464538642777,0.16258539764554814,0.2973851207459709,0.14532075245902054,0.5820805695060924,0.1828988323592538,0.4040512905029516,0.3455911476990588,0.7717717005242155,0.13920830763523773,0.3850562105234741,0.11711090129040214,0.625628457382601,0.07430704205772379,0.3594990814948259,0.1388120616708074,0.46804281681456406,0.11903598324816642,0.8888888888888888,1.0
0.6873723262211593,0.32695926033007316,0.4200565506004594,0.11136210911015898,0.5566199053611894,0.209602479526456,0.16540894883301016,0.7960746106368615,0.6191789370028404,0.20331188376564013,0.7259684050369725,0.4654364655758862,0.5268141329618584,0.3618160007957928,0.6110644859981701,0.14540492845192243,0.6146641142697914,0.4181336587114947,0.5086611391705894,0.28986976629261463,0.38297666724317364,0.21396004951925016,0.18894858386854613,0.4099160045236929,0.452013068467908,0.30206796798393976,0.4444444444444444,1.0
0.8007261202401059,0.5010582243856271,0.25574640204425997,0.275611105026879,0.3663261460301276,0.6530492863601818,0.30242381966220233,0.4758230313742893,0.6428934089181161,0.2597923871786123,0.5608720216967336,0.38415702057875906,0.3349349277660744,0.633380158747522,0.5253546494969804,0.3930125321638071,0.4103424207139658,0.5363564382310685,0.376817553627125,0.5880988083832903,0.6311057106235984,0.24682164133219295,0.6188977560026154,0.2964654350955218,0.5368779464140297,0.3187796822249256,0.7777777777777777,0.0
